#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0283536	3R	19644386	19643018
FBgn0050005	2R	9608350	9607292
FBgn0260012	2R	12033725	12027985
FBgn0035909	3L	8538013	8534977
FBgn0261016	2R	9599732	9587953
FBgn0038741	3R	19877514	19875974
FBgn0003507	3R	16004085	15986152
FBgn0042177	3L	16608146	16603053
FBgn0034537	2R	20645865	20644036
FBgn0010417	3L	19601382	19599088
FBgn0052644	X	12970056	12967888
FBgn0030286	X	11334071	11325385
FBgn0033816	2R	13239468	13237256
FBgn0261790	2L	7885450	7884930
FBgn0015602	2R	14772630	14770469
FBgn0037372	3R	5754774	5753318
FBgn0029718	X	4648646	4647871
FBgn0029133	X	13214408	13212325
FBgn0031126	X	20661425	20657122
FBgn0035285	3L	1869491	1865430
FBgn0260986	X	1481420	1477063
FBgn0263102	2R	10617280	10557888
FBgn0030503	X	13619207	13616989
FBgn0284255	2L	6125911	6125132
FBgn0003062	2R	23074725	23072909
FBgn0039359	3R	25685051	25683623
FBgn0020224	3L	8432246	8424954
FBgn0031356	2L	1710421	1707132
FBgn0044324	3L	22878984	22873702
FBgn0035980	3L	9365240	9364350
FBgn0003612	2R	9122000	9116122
FBgn0030855	X	17639003	17636281
FBgn0015268	2R	23907294	23905175
FBgn0010612	2L	10976399	10975522
FBgn0033907	2R	14173596	14172986
FBgn0038080	3R	12705818	12705094
FBgn0085257	2R	11652339	11651857
FBgn0032208	2L	10292365	10281943
FBgn0032689	2L	18605249	18599755
FBgn0002121	2L	21376	9839
FBgn0010217	4	1034917	1031484
FBgn0032940	2L	21310050	21286078
FBgn0033391	2R	9192096	9186670
FBgn0033846	2R	13513112	13506430
FBgn0026577	2L	21232059	21221312
FBgn0026427	2R	14618118	14607154
FBgn0062440	2R	18147997	18147297
FBgn0034970	2R	24068485	24065975
FBgn0064117	X	21319296	21317936
FBgn0010397	2R	14575771	14570810
FBgn0035402	3L	3148358	3145405
FBgn0052412	3L	5902456	5900835
FBgn0035107	3L	202152	200174
FBgn0003714	X	2443976	2442313
FBgn0000927	X	2726577	2724286
FBgn0014906	2L	3169462	3163645
FBgn0262801	3R	6659442	6657882
FBgn0264492	3L	23103460	23097072
FBgn0031677	2L	5055016	5054579
FBgn0025394	X	1517615	1483479
FBgn0031822	2L	6490843	6490155
FBgn0250848	3L	13996571	13994231
FBgn0024230	2L	19444750	19442833
FBgn0259725	2R	21669916	21667541
FBgn0286931	2R	17565852	17564340
FBgn0029801	X	5759751	5755574
FBgn0029506	2R	7018362	7012254
FBgn0036515	3L	15585347	15583638
FBgn0027579	3R	27933077	27925191
FBgn0036825	3L	18900408	18898875
FBgn0051363	3R	11619906	11590386
FBgn0000996	2R	15380988	15376619
FBgn0032863	2L	20461729	20459342
FBgn0005617	2L	18688800	18683720
FBgn0030990	X	19179830	19176109
FBgn0033988	2R	14991336	14981263
FBgn0003483	3R	15844415	15837419
FBgn0035715	3L	6756497	6754017
FBgn0037098	3L	21554928	21543850
FBgn0261274	3L	4173789	4170404
FBgn0035207	3L	1318330	1313696
FBgn0025676	3L	710607	708601
FBgn0036900	3L	19687353	19683941
FBgn0010315	X	15909676	15906822
FBgn0015299	2L	8211938	8211347
FBgn0045073	X	15940451	15934495
FBgn0030240	X	10852327	10848757
FBgn0026313	X	17606879	17599608
FBgn0035111	3L	216479	212709
FBgn0031304	2L	1132411	1129316
FBgn0031263	2L	560523	559612
FBgn0031395	2L	2192386	2189914
FBgn0010265	2L	8364662	8363477
FBgn0025615	X	4650032	4648592
FBgn0035878	3L	8346382	8344421
FBgn0036484	3L	15146379	15144355
FBgn0038601	3R	18301728	18300195
FBgn0022935	3L	6189123	6185830
FBgn0086687	3R	12447616	12439600
FBgn0020513	X	12760617	12757036
FBgn0024733	3L	23095471	23093190
FBgn0033460	2R	9882357	9876232
FBgn0037368	3R	5734702	5733513
FBgn0023477	2R	23942114	23940410
FBgn0035529	3L	4293432	4292482
FBgn0086362	3R	31256659	31255127
FBgn0260767	2R	22661389	22657901
FBgn0263600	3L	15987815	15984322
FBgn0023514	X	1879077	1877317
FBgn0020279	2R	8078815	8067977
FBgn0034921	2R	23890276	23888764
FBgn0035771	3L	7364366	7360561
FBgn0038196	3R	14036398	14035018
FBgn0000117	X	1900646	1891401
FBgn0004049	3R	13434984	13428867
FBgn0027084	X	9608884	9606363
FBgn0033434	2R	9605624	9594045
FBgn0016978	2L	6971737	6968711
FBgn0002567	2R	9186342	9177864
FBgn0010348	3L	22872231	22868380
FBgn0265193	2R	24871509	24870108
FBgn0032421	2L	12174091	12172981
FBgn0051548	3R	5636852	5635901
FBgn0039271	3R	25070914	25069927
FBgn0036124	3L	11078736	11074769
FBgn0031483	2L	2976862	2974859
FBgn0027660	3L	17421514	17396031
FBgn0037607	3R	8673702	8667868
FBgn0021761	2L	11010921	11004820
FBgn0002044	2L	19497978	19493251
FBgn0038316	3R	15320069	15318203
FBgn0011760	X	4702034	4687800
FBgn0003462	3L	11113740	11112281
FBgn0035438	3L	3328626	3326265
FBgn0035036	2R	24607023	24604595
FBgn0015818	X	6257596	6255822
FBgn0036043	3L	9786466	9763544
FBgn0037446	3R	6458822	6457088
FBgn0030268	X	11137118	11129362
FBgn0028694	2L	5059790	5058404
FBgn0011747	4	129849	115074
FBgn0265191	2R	21210821	21200483
FBgn0086378	3R	3627690	3623143
FBgn0028425	2L	12056042	12051755
FBgn0003607	2L	8211122	8209626
FBgn0002736	2R	21129737	21128577
FBgn0034021	2R	15482834	15472175
FBgn0004875	3L	3842326	3818679
FBgn0030711	X	15946249	15944897
FBgn0287225	3R	16264115	16261355
FBgn0052579	X	16325768	16323286
FBgn0037028	3L	20816075	20813353
FBgn0031851	2L	6719389	6717625
FBgn0053129	2L	10970275	10964905
FBgn0261596	2R	22641419	22640526
FBgn0262656	X	3391697	3373159
FBgn0036994	3L	20452864	20450532
FBgn0011785	3R	24328619	24319000
FBgn0025463	X	13159508	13157445
FBgn0032723	2L	18943960	18916347
FBgn0263929	3R	14795868	14741582
FBgn0011660	2R	15371520	15368074
FBgn0032205	2L	10269904	10268872
FBgn0053303	2L	10375757	10373369
FBgn0022097	2R	15542498	15541435
FBgn0040928	X	8398298	8397157
FBgn0034853	2R	23371459	23366866
FBgn0039013	3R	22726414	22724884
FBgn0025608	2L	18708688	18706010
FBgn0260397	3L	20230250	20226381
FBgn0038927	3R	22034286	22032150
FBgn0027568	2L	10362707	10358134
FBgn0039965	X	23016586	23013495
FBgn0030685	X	15760733	15751674
FBgn0067779	2L	71390	66482
FBgn0015239	3L	21497494	21494019
FBgn0025814	X	21044107	21042125
FBgn0038471	3R	17041895	17040682
FBgn0051092	3R	25740465	25698727
FBgn0086706	3L	8974765	8972056
FBgn0261789	3R	6345911	6345000
FBgn0001965	2L	13819824	13813816
FBgn0004584	2L	2972508	2969773
FBgn0261986	3R	25665640	25661795
FBgn0014427	3R	29201770	29200454
FBgn0030514	X	13721977	13718734
FBgn0011770	X	10329872	10328877
FBgn0036919	3L	19927175	19924943
FBgn0022893	2L	21629932	21626309
FBgn0039668	3R	29503797	29499025
FBgn0031771	2L	6062757	6060842
FBgn0000318	2L	5521382	5520135
FBgn0015776	2L	6786861	6778555
FBgn0027615	3L	10886471	10884261
FBgn0027599	2R	24948378	24946561
FBgn0051195	3R	20762369	20757269
FBgn0262518	3L	19871078	19867488
FBgn0005674	3R	23958391	23952136
FBgn0036301	3L	12537315	12535426
FBgn0039141	3R	24042982	24038215
FBgn0003656	X	7968236	7956820
FBgn0011802	3L	10463101	10459081
FBgn0039687	3R	29724950	29724159
FBgn0260985	3L	4136038	4134860
FBgn0015754	2R	16185103	16178826
FBgn0261119	2R	18451041	18447361
FBgn0261397	2R	7508625	7500147
FBgn0031664	2L	4981592	4979513
FBgn0052528	X	19748458	19746041
FBgn0287182	3L	28012599	27967244
FBgn0034345	2R	18426221	18421413
FBgn0002873	X	14258595	14247732
FBgn0043001	X	12017961	12017225
FBgn0027590	2R	24768172	24766718
FBgn0260407	2L	13835072	13834250
FBgn0027507	2R	5656778	5653676
FBgn0033890	2R	13983317	13980362
FBgn0001218	X	11807117	11801696
FBgn0011818	2L	2498846	2492955
FBgn0027496	2L	6490194	6489090
FBgn0032974	2L	22126614	22121338
FBgn0038524	3R	17608541	17606106
FBgn0259749	2L	6473904	6468538
FBgn0010607	2L	4973921	4970135
FBgn0052278	3L	3171767	3169286
FBgn0265778	2L	6332789	6323767
FBgn0001091	2R	7793380	7791901
FBgn0027453	2L	10856644	10854435
FBgn0028377	3L	15510837	15509445
FBgn0260859	3L	9442267	9438482
FBgn0014075	3L	18878245	18872747
FBgn0015245	X	11112308	11108482
FBgn0022936	3L	21823309	21821997
FBgn0039487	3R	27112270	27108467
FBgn0003124	3L	20313466	20309654
FBgn0031474	2L	2868548	2857164
FBgn0019637	3R	5615939	5613358
FBgn0052177	3L	17654280	17647442
FBgn0002921	3R	20976239	20948714
FBgn0030090	X	9135099	9121973
FBgn0030435	X	12912070	12909953
FBgn0038984	3R	22547846	22543693
FBgn0250838	2R	23386463	23385464
FBgn0050169	2R	24529581	24526172
FBgn0033453	2R	9845512	9842686
FBgn0259876	2R	13142820	13133142
FBgn0015286	X	3719635	3704610
FBgn0035375	3L	2786010	2782255
FBgn0039697	3R	29802945	29801599
FBgn0015582	2R	11293174	11290994
FBgn0022213	2L	16825207	16821156
FBgn0027291	X	19521810	19518428
FBgn0031996	2L	8198813	8197193
FBgn0000064	3R	26261591	26254069
FBgn0001995	2L	16329132	16328059
FBgn0004698	2R	15318239	15311510
FBgn0038772	3R	20059291	20057748
FBgn0013746	2L	8997379	8993818
FBgn0028662	3R	14904061	14902330
FBgn0027088	3L	15097686	15095142
FBgn0259990	3R	27959245	27957356
FBgn0052732	X	6968750	6958032
FBgn0010520	2L	9896104	9895287
FBgn0045063	2R	12507333	12487451
FBgn0034231	2R	17518186	17517261
FBgn0003074	2R	8914069	8910900
FBgn0028686	X	11126785	11125101
FBgn0038989	3R	22586209	22584773
FBgn0034976	2R	24114292	24107087
FBgn0041781	2L	10982395	10976772
FBgn0030631	X	15350021	15345169
FBgn0283472	3L	5810931	5797549
FBgn0043854	2L	6377284	6372388
FBgn0031868	2L	6911423	6908083
FBgn0036921	3L	19932930	19928743
FBgn0039861	3R	31622217	31617977
FBgn0285947	X	19599806	19598031
FBgn0031092	X	20168080	20166673
FBgn0011016	3L	16130983	16129617
FBgn0284235	2R	10137472	10124293
FBgn0260780	X	11899920	11893943
FBgn0039451	3R	26725216	26719847
FBgn0013954	2R	19290962	19290109
FBgn0259203	3L	7333471	7329132
FBgn0283478	2L	9765338	9763369
FBgn0035371	3L	2772325	2768466
FBgn0033127	2R	7028082	7025010
FBgn0030692	X	15788288	15786047
FBgn0028468	3R	21110834	21108446
FBgn0000357	3L	8727613	8726791
FBgn0052068	3L	10664435	10663376
FBgn0069923	3R	3752353	3750363
FBgn0052831	2L	11279982	11278021
FBgn0039632	3R	29062975	29059272
FBgn0086695	3R	5374962	5372592
FBgn0031643	2L	4885669	4883298
FBgn0036537	3L	15835388	15833795
FBgn0031315	2L	1167211	1166506
FBgn0031190	X	22482357	22474851
FBgn0040020	3L	25115946	25114924
FBgn0003888	2R	24313099	24305881
FBgn0026181	X	16637414	16624012
FBgn0039116	3R	23768984	23767712
FBgn0285950	2R	24969547	24967877
FBgn0264693	3L	4134550	4122907
FBgn0032815	2L	19735980	19732080
FBgn0034433	2R	19310665	19307447
FBgn0025335	2R	23865398	23862962
FBgn0033529	2R	10481886	10480163
FBgn0053052	3L	17428836	17427305
FBgn0035253	3L	1665064	1654247
FBgn0030625	X	15297169	15293031
FBgn0265512	2R	10158931	10155916
FBgn0263605	3L	16228737	16226126
FBgn0029925	X	6973393	6972324
FBgn0037338	3R	5557786	5555084
FBgn0038478	3R	17091938	17088280
FBgn0014869	3R	29149901	29148248
FBgn0011787	3L	8957584	8956791
FBgn0035047	2R	24671577	24669397
FBgn0031062	X	19706417	19704176
FBgn0038768	3R	20034330	20031823
FBgn0031157	X	21106369	21104695
FBgn0035243	3L	1618158	1617348
FBgn0036908	3L	19805080	19803738
FBgn0037718	3R	9589581	9586942
FBgn0035641	3L	5873518	5871501
FBgn0027079	2R	13202709	13198850
FBgn0032453	2L	12708680	12707661
FBgn0036927	3L	20000686	19997714
FBgn0052190	3L	17802279	17797738
FBgn0286051	3L	6608739	6603684
FBgn0039562	3R	27952151	27948711
FBgn0050122	2R	18639270	18632328
FBgn0034727	2R	22420376	22418937
FBgn0051635	2L	6649114	6632798
FBgn0027872	2R	17698362	17695776
FBgn0030944	X	18650444	18649396
FBgn0284252	2R	24515320	24509508
FBgn0030341	X	11852530	11850909
FBgn0031310	2L	1151764	1150766
FBgn0053156	2R	13553240	13548244
FBgn0016059	2R	17683499	17672839
FBgn0011742	X	16553968	16548290
FBgn0286813	2R	15387851	15380724
FBgn0001125	2L	1987758	1984512
FBgn0027054	2R	7974099	7972175
FBgn0015298	3L	7348034	7347310
FBgn0028689	2R	14752910	14750166
FBgn0036333	3L	13015332	13011976
FBgn0030364	X	12020719	12018640
FBgn0033636	2R	11616045	11577485
FBgn0030648	X	15486612	15482374
FBgn0037810	3R	10338265	10333115
FBgn0086757	2R	13453393	13450586
FBgn0015271	2L	13831576	13829837
FBgn0038432	3R	16458233	16456052
FBgn0033616	2R	11309829	11307879
FBgn0263490	3R	24623899	24585653
FBgn0023528	X	2270761	2264657
FBgn0027948	3R	16060675	16050801
FBgn0260799	2R	4609492	4595288
FBgn0037359	3R	5656336	5655139
FBgn0034259	2R	17672640	17671309
FBgn0036059	3L	9903031	9899241
FBgn0052100	3L	12269803	12267528
FBgn0030291	X	11349847	11349049
FBgn0001941	2L	5988854	5986348
FBgn0264270	X	7098053	7074550
FBgn0032859	2L	20423027	20417057
FBgn0020412	3L	11093193	11078752
FBgn0263933	2L	418536	415067
FBgn0283666	2R	24065405	24063051
FBgn0037270	3R	4714182	4712882
FBgn0029996	X	8094064	8087544
FBgn0029161	2L	6048706	6046516
FBgn0034722	2R	22378484	22375090
FBgn0003676	3R	22491439	22489105
FBgn0023506	X	8463349	8461479
FBgn0002673	2L	16261877	16259414
FBgn0003882	3R	4389813	4387742
FBgn0261394	2R	20996118	20994900
FBgn0014184	2R	12174264	12166295
FBgn0032886	2L	20814331	20797715
FBgn0051961	2L	4187793	4186250
FBgn0261535	2L	14355085	14352594
FBgn0035558	3L	4553457	4542051
FBgn0039406	3R	26059267	26058420
FBgn0031188	X	22472021	22469981
FBgn0037624	3R	8754104	8747798
FBgn0031023	X	19518402	19495505
FBgn0039870	3R	31745178	31744282
FBgn0034650	2R	21671593	21670152
FBgn0031145	X	21041467	21035469
FBgn0034187	2R	17066546	17062775
FBgn0014879	3R	15265253	15263552
FBgn0053138	2R	13174796	13171401
FBgn0085362	X	2277781	2275822
FBgn0050476	2R	14753269	14752521
FBgn0039213	3R	24634714	24625671
FBgn0010303	X	13090434	13079205
FBgn0023172	2R	17044653	17027190
FBgn0028700	2L	11130645	11128932
FBgn0261276	2R	14235449	14230611
FBgn0003087	2L	10364092	10362989
FBgn0025366	2L	10409610	10408352
FBgn0031772	2L	6063671	6062989
FBgn0032005	2L	8220741	8218071
FBgn0032746	2L	19049884	19049076
FBgn0036258	3L	12146097	12143446
FBgn0000562	2R	23746829	23734904
FBgn0015000	2L	4948324	4945579
FBgn0031759	2L	5999501	5989400
FBgn0036686	3L	17020270	17016536
FBgn0004907	2R	10109687	10099677
FBgn0035768	3L	7347123	7345698
FBgn0053096	3R	25102146	25097672
FBgn0024998	X	2713960	2711756
FBgn0036641	3L	16581547	16580398
FBgn0042712	3L	1865240	1862881
FBgn0031529	2L	3376737	3375832
FBgn0037379	3R	5799994	5794705
FBgn0260659	3R	15203074	15196598
FBgn0004924	X	15328029	15319479
FBgn0029079	2R	17591881	17590964
FBgn0024909	3R	7909721	7907333
FBgn0002593	2L	420864	419952
FBgn0003321	X	10847092	10832752
FBgn0026085	X	4114929	4113701
FBgn0027601	X	14953532	14933670
FBgn0033095	2R	6715892	6699695
FBgn0005671	3R	12627829	12623762
FBgn0001222	2R	18134634	18130303
FBgn0260398	2R	8131323	8129354
FBgn0003257	3R	21073319	21070557
FBgn0013548	2R	23705403	23702477
FBgn0040066	X	2588217	2585980
FBgn0260944	3R	10786465	10784383
FBgn0030800	X	16884365	16882509
FBgn0039338	3R	25482834	25477868
FBgn0052207	3L	19478720	19477329
FBgn0261479	3R	31747558	31746445
FBgn0270926	3L	21174973	21173118
FBgn0003638	X	1046040	1012779
FBgn0005642	3R	28811337	28807983
FBgn0005391	X	10052636	10050951
FBgn0001139	3R	26049911	26041736
FBgn0028837	3R	22582033	22580773
FBgn0266538	3R	22034286	22032150
FBgn0027081	2L	12107170	12103751
FBgn0035328	3L	2278038	2276550
FBgn0039112	3R	23760600	23759483
FBgn0035254	3L	1666594	1665138
FBgn0017551	2L	6853866	6852315
FBgn0024984	X	2188919	2187820
FBgn0036967	3L	20309511	20299410
FBgn0011509	3L	8720225	8718949
FBgn0267912	X	16587172	16560684
FBgn0032474	2L	13166072	13163209
FBgn0004387	3R	27559145	27547775
FBgn0000618	X	11576620	11576118
FBgn0038016	3R	12356265	12352143
FBgn0031119	X	20515828	20511544
FBgn0000146	2L	11001476	10997819
FBgn0004872	2L	10987420	10982205
FBgn0000414	3L	16724575	16712126
FBgn0024555	3R	13693905	13683921
FBgn0037644	3R	8945020	8942954
FBgn0260747	X	17150647	17149001
FBgn0266420	2R	18277177	18275607
FBgn0038745	3R	19903689	19897372
FBgn0039640	3R	29145787	29138662
FBgn0036892	3L	19612199	19607857
FBgn0032955	2L	21624080	21614232
FBgn0032454	2L	12712952	12708792
FBgn0030030	X	8276450	8273412
FBgn0037024	3L	20800081	20798645
FBgn0037891	3R	11246862	11244302
FBgn0028408	2R	9302821	9291856
FBgn0032884	2L	20789098	20787656
FBgn0033699	2R	12200815	12199024
FBgn0086686	3R	14655716	14642672
FBgn0033902	2R	14164825	14163066
FBgn0010379	3R	16105670	16099228
FBgn0042134	3L	18673324	18668153
FBgn0026575	X	16438454	16422831
FBgn0027090	3R	25265721	25263267
FBgn0038286	3R	15095631	15079320
FBgn0033526	2R	10468540	10466001
FBgn0010660	2R	22924742	22918937
FBgn0032731	2L	18987280	18977519
FBgn0087040	3L	9683370	9681268
FBgn0014163	3L	16411828	16402796
FBgn0002780	3R	32054974	32052060
FBgn0033206	2R	7669029	7667248
FBgn0034758	2R	22661389	22657901
FBgn0035088	2R	24970855	24969678
FBgn0037737	3R	9742844	9740899
FBgn0034689	2R	22075308	22073538
FBgn0050085	2R	15869147	15864309
FBgn0031048	X	19642869	19641191
FBgn0031830	2L	6559308	6557800
FBgn0034073	2R	16102608	16099306
FBgn0030701	X	15875607	15870183
FBgn0036888	3L	19589111	19586253
FBgn0250786	2L	2987723	2979562
FBgn0033688	2R	12162998	12154258
FBgn0025637	X	657899	656114
FBgn0000426	2R	12184310	12183844
FBgn0027066	2R	6756300	6749227
FBgn0011661	X	8898332	8873012
FBgn0264747	3L	18072123	18070300
FBgn0028292	X	9259202	9256168
FBgn0031068	X	19750167	19748314
FBgn0263852	2L	8384137	8383612
FBgn0001099	3L	15511047	15509445
FBgn0015926	X	15331002	15328342
FBgn0038331	3R	15374237	15371957
FBgn0042092	2L	6907844	6906666
FBgn0039291	3R	25215188	25214325
FBgn0264742	2L	5048365	5043270
FBgn0010100	2L	21173185	21168570
FBgn0025390	X	1668788	1523554
FBgn0025571	3R	17545148	17540421
FBgn0027070	2L	18829059	18826770
FBgn0003204	X	10749097	10744502
FBgn0033608	2R	11285098	11284283
FBgn0036330	3L	13007881	13006817
FBgn0037370	3R	5738013	5736748
FBgn0051550	3R	5489489	5485543
FBgn0052772	X	4915161	4909102
FBgn0050392	2R	21292181	21290914
FBgn0039969	2R	5604834	5603587
FBgn0038519	3R	17546531	17545222
FBgn0263832	3L	4042597	4040529
FBgn0012058	3L	7249340	7245481
FBgn0004510	3R	26912886	26910775
FBgn0037702	3R	9527237	9516007
FBgn0017567	3R	15837117	15836048
FBgn0010548	2R	7477162	7466879
FBgn0015615	X	16593439	16588996
FBgn0001137	2L	8433598	8431086
FBgn0010497	2L	12034122	12027438
FBgn0003209	2L	8740660	8709880
FBgn0002924	3R	29807127	29804290
FBgn0000283	3R	15275241	15270432
FBgn0033352	2R	8933103	8928169
FBgn0024728	4	669884	663621
FBgn0031897	2L	7220033	7204538
FBgn0264495	3R	6449274	6406855
FBgn0262582	3R	20303942	20252770
FBgn0038224	3R	14327735	14326947
FBgn0027549	3L	8113406	8110368
FBgn0028474	X	5670652	5666052
FBgn0031398	2L	2216311	2214972
FBgn0033486	2R	10121451	10117694
FBgn0034243	2R	17568456	17565779
FBgn0266124	3L	9452790	9451876
FBgn0053182	2R	13198337	13176553
FBgn0259824	3L	15992464	15988236
FBgn0260222	2R	21692764	21691295
FBgn0265190	3R	24917864	24913216
FBgn0004106	2L	10386262	10384739
FBgn0032400	2L	12046118	12045343
FBgn0039066	3R	23255071	23251563
FBgn0010213	2R	16773915	16772785
FBgn0033000	2R	4830587	4829246
FBgn0033236	2R	7955882	7942043
FBgn0260742	3R	11967691	11964674
FBgn0260962	3R	13056725	13052245
FBgn0027619	2R	9970897	9968929
FBgn0265178	2R	16199555	16197042
FBgn0030344	X	11868893	11864651
FBgn0035830	3L	7977849	7976406
FBgn0038326	3R	15359263	15357229
FBgn0003071	2R	10117457	10109740
FBgn0034897	2R	23734846	23713900
FBgn0035423	3L	3224650	3223341
FBgn0010438	3R	16205250	16204194
FBgn0039994	2R	4758048	4744348
FBgn0000392	2L	6674780	6663664
FBgn0004400	2R	17633516	17628491
FBgn0266518	2R	6662118	6660645
FBgn0013773	2R	14873705	14871366
FBgn0037443	3R	6405895	6389162
FBgn0015283	3L	21538582	21537000
FBgn0051357	3R	24829959	24828279
FBgn0052409	3L	5900936	5899528
FBgn0026737	3R	15363857	15362796
FBgn0000405	2R	22806948	22803521
FBgn0037468	3R	7077981	7074859
FBgn0034158	2R	16792472	16783671
FBgn0000247	3R	29815047	29806811
FBgn0033032	2R	5672800	5671741
FBgn0034299	2R	18094900	18093723
FBgn0266916	3R	8569248	8564105
FBgn0015622	3R	29319644	29315254
FBgn0034455	2R	19504594	19503068
FBgn0266489	2R	13593339	13580586
FBgn0284227	X	13590570	13563823
FBgn0031318	2L	1177589	1173009
FBgn0022768	X	4686903	4679988
FBgn0031711	2L	5525809	5524139
FBgn0035827	3L	7937258	7936373
FBgn0027868	2L	10736071	10733293
FBgn0039639	3R	29138573	29137970
FBgn0052479	3L	895313	871899
FBgn0030803	X	16888729	16886818
FBgn0283467	2L	15256304	15254819
FBgn0010762	3L	10690734	10664739
FBgn0001961	2L	13829741	13827941
FBgn0002778	3L	14991667	14985100
FBgn0034335	2R	18399223	18398393
FBgn0033183	2R	7496466	7493806
FBgn0085271	3L	12534403	12533996
FBgn0029067	X	21324009	21319791
FBgn0264294	2R	7535936	7533506
FBgn0000615	2R	20671083	20667427
FBgn0001989	2L	15751078	15749319
FBgn0037021	3L	20786197	20780350
FBgn0262125	3R	5652629	5649065
FBgn0039417	3R	26188807	26187018
FBgn0000709	X	21345088	21339741
FBgn0014391	X	15849258	15847859
FBgn0010406	3L	7972449	7970588
FBgn0016794	3L	2595590	2589414
FBgn0033570	2R	10897885	10897144
FBgn0015024	X	12657834	12653626
