#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0032644	2L	17485624	17484501
FBgn0001218	X	11807117	11801696
FBgn0011766	3R	21660871	21620304
FBgn0011818	2L	2498846	2492955
FBgn0266666	2L	7064467	7063986
FBgn0030048	X	8560192	8558879
FBgn0001091	2R	7793380	7791901
FBgn0250823	3R	16304768	16272452
FBgn0000826	X	1357601	1356488
FBgn0015245	X	11112308	11108482
FBgn0022936	3L	21823309	21821997
FBgn0035906	3L	8523501	8521429
FBgn0003124	3L	20313466	20309654
FBgn0000662	2R	13824553	13819624
FBgn0037102	3L	21568898	21568059
FBgn0004507	2L	2137296	2130813
FBgn0001180	3R	8697822	8690980
FBgn0016983	3L	7385637	7381614
FBgn0019637	3R	5615939	5613358
FBgn0037655	3R	9014909	9010282
FBgn0002626	3R	30046161	30045229
FBgn0000404	3L	11833578	11826719
FBgn0002921	3R	20976239	20948714
FBgn0034962	2R	24036707	24033974
FBgn0030093	X	9151976	9149309
FBgn0250838	2R	23386463	23385464
FBgn0260972	2R	9137933	9135375
FBgn0000289	2R	14182838	14173693
FBgn0033453	2R	9845512	9842686
FBgn0259876	2R	13142820	13133142
FBgn0003598	3R	13270038	13264364
FBgn0015286	X	3719635	3704610
FBgn0039379	3R	25853989	25851632
FBgn0038976	3R	22488110	22487039
FBgn0039697	3R	29802945	29801599
FBgn0030391	X	12463112	12459796
FBgn0033741	2R	12471722	12468651
FBgn0262782	2L	10396332	10393774
FBgn0022213	2L	16825207	16821156
FBgn0031381	2L	1988940	1988290
FBgn0027291	X	19521810	19518428
FBgn0000064	3R	26261591	26254069
FBgn0267385	3R	22372746	22367536
FBgn0025639	X	656033	648483
FBgn0038772	3R	20059291	20057748
FBgn0001248	3L	8360906	8356404
FBgn0028662	3R	14904061	14902330
FBgn0027088	3L	15097686	15095142
FBgn0259990	3R	27959245	27957356
FBgn0010520	2L	9896104	9895287
FBgn0003074	2R	8914069	8910900
FBgn0038948	3R	22362371	22360782
FBgn0028686	X	11126785	11125101
FBgn0038989	3R	22586209	22584773
FBgn0027494	3R	27653363	27652760
FBgn0035283	3L	1859047	1857165
FBgn0063485	3L	16711677	16676406
FBgn0040375	X	2585699	2583745
FBgn0283494	2R	24025877	24024207
FBgn0031868	2L	6911423	6908083
FBgn0036921	3L	19932930	19928743
FBgn0285947	X	19599806	19598031
FBgn0263993	X	6881580	6863888
FBgn0011016	3L	16130983	16129617
FBgn0266101	3L	9475475	9461050
FBgn0011836	3L	9888683	9884411
FBgn0036272	3L	12277251	12271656
FBgn0260780	X	11899920	11893943
FBgn0000810	X	2246041	2242138
FBgn0013954	2R	19290962	19290109
FBgn0283478	2L	9765338	9763369
FBgn0035371	3L	2772325	2768466
FBgn0031452	2L	2746944	2745098
FBgn0033691	2R	12179902	12179483
FBgn0039857	3R	31596204	31594792
FBgn0260456	2R	24668343	24666158
FBgn0000357	3L	8727613	8726791
FBgn0002431	3R	9725615	9714623
FBgn0027657	3R	15904643	15896926
FBgn0032305	2L	10842597	10837732
FBgn0039626	3R	29039071	29037058
FBgn0069923	3R	3752353	3750363
FBgn0038965	3R	22423302	22421161
FBgn0019972	3R	29801584	29799658
FBgn0039632	3R	29062975	29059272
FBgn0031643	2L	4885669	4883298
FBgn0036827	3L	18902952	18901594
FBgn0000181	2R	12871794	12870249
FBgn0036537	3L	15835388	15833795
FBgn0046214	3R	25125619	25123373
FBgn0031190	X	22482357	22474851
FBgn0040020	3L	25115946	25114924
FBgn0010342	2R	9592744	9590867
FBgn0261004	3R	5606543	5603236
FBgn0037374	3R	5781308	5779315
FBgn0285950	2R	24969547	24967877
FBgn0028331	X	10366273	10348680
FBgn0033378	2R	9111578	9110799
FBgn0264693	3L	4134550	4122907
FBgn0032815	2L	19735980	19732080
FBgn0003979	2L	5960340	5959596
FBgn0033529	2R	10481886	10480163
FBgn0035829	3L	7976154	7975438
FBgn0020249	3R	8359964	8356978
FBgn0030520	X	13755406	13745577
FBgn0037338	3R	5557786	5555084
FBgn0038478	3R	17091938	17088280
FBgn0014869	3R	29149901	29148248
FBgn0036574	3L	16136691	16132028
FBgn0011787	3L	8957584	8956791
FBgn0260224	3R	26058223	26057347
FBgn0000115	3L	15984362	15983135
FBgn0024236	3L	8534503	8525244
FBgn0038768	3R	20034330	20031823
FBgn0010415	2R	21481176	21392402
FBgn0032453	2L	12708680	12707661
FBgn0036927	3L	20000686	19997714
FBgn0086254	3L	11624381	11620535
FBgn0052190	3L	17802279	17797738
FBgn0035769	3L	7356713	7353578
FBgn0039562	3R	27952151	27948711
FBgn0023143	2R	9693328	9688289
FBgn0050122	2R	18639270	18632328
FBgn0031670	2L	5012127	5010922
FBgn0259936	2L	20648848	20647533
FBgn0039169	3R	24226934	24223445
FBgn0023215	X	3701672	3671801
FBgn0030944	X	18650444	18649396
FBgn0284252	2R	24515320	24509508
FBgn0003884	3R	7088839	7086599
FBgn0284257	2R	18440475	18430315
FBgn0284436	2R	8906990	8904844
FBgn0016059	2R	17683499	17672839
FBgn0011742	X	16553968	16548290
FBgn0286813	2R	15387851	15380724
FBgn0001125	2L	1987758	1984512
FBgn0030672	X	15710539	15705806
FBgn0014857	2L	5056149	5055058
FBgn0035016	2R	24526089	24521874
FBgn0028689	2R	14752910	14750166
FBgn0035526	3L	4286865	4283851
FBgn0036333	3L	13015332	13011976
FBgn0030364	X	12020719	12018640
FBgn0030648	X	15486612	15482374
FBgn0035694	3L	6232361	6231805
FBgn0037810	3R	10338265	10333115
FBgn0033357	2R	8952242	8951595
FBgn0038432	3R	16458233	16456052
FBgn0020497	2L	8408853	8403573
FBgn0052473	3R	13312785	13302648
FBgn0023528	X	2270761	2264657
FBgn0260743	3R	11971686	11967708
FBgn0027948	3R	16060675	16050801
FBgn0260799	2R	4609492	4595288
FBgn0034259	2R	17672640	17671309
FBgn0286222	X	6681845	6678424
FBgn0036059	3L	9903031	9899241
FBgn0052100	3L	12269803	12267528
FBgn0025455	3L	17557788	17551004
FBgn0001941	2L	5988854	5986348
FBgn0264270	X	7098053	7074550
FBgn0037384	3R	5826576	5824615
FBgn0032859	2L	20423027	20417057
FBgn0011327	3L	9476965	9475493
FBgn0263933	2L	418536	415067
FBgn0029996	X	8094064	8087544
FBgn0037270	3R	4714182	4712882
FBgn0285954	X	16293520	16288810
FBgn0029161	2L	6048706	6046516
FBgn0030151	X	9782094	9778742
FBgn0034722	2R	22378484	22375090
FBgn0010551	2R	18822250	18819467
FBgn0003676	3R	22491439	22489105
FBgn0023506	X	8463349	8461479
FBgn0003882	3R	4389813	4387742
FBgn0002673	2L	16261877	16259414
FBgn0039350	3R	25651874	25637843
FBgn0014184	2R	12174264	12166295
FBgn0261394	2R	20996118	20994900
FBgn0264922	2L	6967644	6966780
FBgn0267398	2R	1345119	1343403
FBgn0032886	2L	20814331	20797715
FBgn0052676	X	10744943	10711163
FBgn0259143	X	12478431	12463528
FBgn0266064	3R	15147531	15141843
FBgn0031188	X	22472021	22469981
FBgn0039406	3R	26059267	26058420
FBgn0031023	X	19518402	19495505
FBgn0034368	2R	18632045	18629594
FBgn0037624	3R	8754104	8747798
FBgn0038570	3R	18167273	18165442
FBgn0031145	X	21041467	21035469
FBgn0034650	2R	21671593	21670152
FBgn0039870	3R	31745178	31744282
FBgn0014879	3R	15265253	15263552
FBgn0034187	2R	17066546	17062775
FBgn0015778	3R	13654527	13647004
FBgn0085362	X	2277781	2275822
FBgn0001087	X	13736278	13727204
FBgn0260049	3L	13416453	13412843
FBgn0023172	2R	17044653	17027190
FBgn0028684	3R	23754623	23752876
FBgn0003087	2L	10364092	10362989
FBgn0266570	X	4321745	4319438
FBgn0015834	2L	4967775	4966367
FBgn0025366	2L	10409610	10408352
FBgn0030501	X	13613228	13612131
FBgn0037218	3R	4227518	4211783
FBgn0015790	3R	21116146	21111408
FBgn0032005	2L	8220741	8218071
FBgn0032746	2L	19049884	19049076
FBgn0036258	3L	12146097	12143446
FBgn0033926	2R	14360297	14357927
FBgn0000562	2R	23746829	23734904
FBgn0038746	3R	19904868	19903665
FBgn0040285	X	15449883	15446179
FBgn0031759	2L	5999501	5989400
FBgn0036686	3L	17020270	17016536
FBgn0004907	2R	10109687	10099677
FBgn0003744	3L	19834304	19830864
FBgn0005695	2R	8728999	8724258
FBgn0053096	3R	25102146	25097672
FBgn0024998	X	2713960	2711756
FBgn0032516	2L	13387312	13385848
FBgn0086357	2L	6480575	6477182
FBgn0036761	3L	17846501	17843725
FBgn0037328	3R	5467101	5465630
FBgn0036641	3L	16581547	16580398
FBgn0031529	2L	3376737	3375832
FBgn0037379	3R	5799994	5794705
FBgn0011768	3R	10872381	10870906
FBgn0004924	X	15328029	15319479
FBgn0029079	2R	17591881	17590964
FBgn0015828	3L	11683805	11682038
FBgn0030551	X	14225879	14224647
FBgn0030720	X	15999698	15997016
FBgn0002593	2L	420864	419952
FBgn0000250	2L	16326207	16313036
FBgn0004915	2L	10433116	10431338
FBgn0038473	3R	17072675	17070523
FBgn0035425	3L	3239578	3236805
FBgn0005671	3R	12627829	12623762
FBgn0001222	2R	18134634	18130303
FBgn0260398	2R	8131323	8129354
FBgn0029568	X	1205433	1203777
FBgn0013548	2R	23705403	23702477
FBgn0260401	2R	18168380	18167255
FBgn0040066	X	2588217	2585980
FBgn0029879	X	6599699	6597088
FBgn0039338	3R	25482834	25477868
FBgn0005642	3R	28811337	28807983
FBgn0037084	2R	11222480	11219539
FBgn0005391	X	10052636	10050951
FBgn0010621	2R	12177516	12174802
FBgn0001139	3R	26049911	26041736
FBgn0028837	3R	22582033	22580773
FBgn0030228	X	10772154	10768537
FBgn0284230	2L	21319527	21314360
FBgn0034422	2R	19228613	19227344
FBgn0041094	3L	11256172	11252307
FBgn0263198	2L	19048817	19045355
FBgn0015805	3L	4629467	4626734
FBgn0024987	X	1375257	1370580
FBgn0027081	2L	12107170	12103751
FBgn0035328	3L	2278038	2276550
FBgn0028692	3R	29157255	29153524
FBgn0017551	2L	6853866	6852315
FBgn0026083	X	4130016	4117020
FBgn0036967	3L	20309511	20299410
FBgn0037874	3R	11211898	11210247
FBgn0267912	X	16587172	16560684
FBgn0000239	2L	21179683	21174182
FBgn0066304	X	19745898	19744431
FBgn0004872	2L	10987420	10982205
FBgn0004657	X	8070237	8061645
FBgn0001197	3R	26869220	26866929
FBgn0024555	3R	13693905	13683921
FBgn0260747	X	17150647	17149001
FBgn0010238	2R	12465630	12453190
FBgn0266420	2R	18277177	18275607
FBgn0005278	2L	114432	106903
FBgn0032925	2L	21166090	21163641
FBgn0039640	3R	29145787	29138662
FBgn0036918	3L	19924688	19923671
FBgn0021768	3L	16819532	16804994
FBgn0027334	X	20392401	20391447
FBgn0029785	X	5673547	5672401
FBgn0032454	2L	12712952	12708792
FBgn0000355	3L	8729066	8728481
FBgn0001404	X	2599111	2588503
FBgn0035639	3L	5812228	5810973
FBgn0037024	3L	20800081	20798645
FBgn0037891	3R	11246862	11244302
FBgn0261722	3L	15816410	15810081
FBgn0028408	2R	9302821	9291856
FBgn0032884	2L	20789098	20787656
FBgn0033699	2R	12200815	12199024
FBgn0039713	3R	29863902	29861582
FBgn0036814	3L	18820675	18802265
FBgn0033902	2R	14164825	14163066
FBgn0015737	3R	27291592	27288769
FBgn0042134	3L	18673324	18668153
FBgn0026575	X	16438454	16422831
FBgn0027090	3R	25265721	25263267
FBgn0038286	3R	15095631	15079320
FBgn0013269	3R	15333133	15331584
FBgn0011272	2L	9968645	9967313
FBgn0033526	2R	10468540	10466001
FBgn0010660	2R	22924742	22918937
FBgn0027567	3L	9870674	9864639
FBgn0034114	2R	16324801	16322186
FBgn0039955	3R	3868401	3846729
FBgn0032429	2L	12427709	12426631
FBgn0087040	3L	9683370	9681268
FBgn0014163	3L	16411828	16402796
FBgn0029594	X	1881432	1880282
FBgn0002780	3R	32054974	32052060
FBgn0261524	X	13093986	13091145
FBgn0033921	2R	14302353	14300103
FBgn0037737	3R	9742844	9740899
FBgn0259791	3L	18624751	18622692
FBgn0034068	2R	16028161	16024628
FBgn0038421	3R	16359466	16357535
FBgn0000427	X	7873222	7867161
FBgn0050085	2R	15869147	15864309
FBgn0031830	2L	6559308	6557800
FBgn0034073	2R	16102608	16099306
FBgn0024177	3L	6606032	6604366
FBgn0034528	2R	20623429	20620914
FBgn0036888	3L	19589111	19586253
FBgn0250786	2L	2987723	2979562
FBgn0010333	3L	1302683	1300879
FBgn0033688	2R	12162998	12154258
FBgn0025637	X	657899	656114
FBgn0000426	2R	12184310	12183844
FBgn0027066	2R	6756300	6749227
FBgn0011661	X	8898332	8873012
FBgn0028479	2L	9576769	9573563
FBgn0040233	2L	11277846	11269780
FBgn0029975	X	7911885	7908931
FBgn0031068	X	19750167	19748314
FBgn0263852	2L	8384137	8383612
FBgn0261602	3L	2588883	2587456
FBgn0015926	X	15331002	15328342
FBgn0010412	X	16639249	16637894
FBgn0031312	2L	1160220	1158661
FBgn0033179	2R	7466759	7465018
FBgn0051151	3R	22721150	22710883
FBgn0028473	2R	9398734	9396265
FBgn0037716	3R	9581225	9578042
FBgn0264742	2L	5048365	5043270
FBgn0010100	2L	21173185	21168570
FBgn0025390	X	1668788	1523554
FBgn0023097	3R	20612540	20593139
FBgn0027070	2L	18829059	18826770
FBgn0003204	X	10749097	10744502
FBgn0033608	2R	11285098	11284283
FBgn0284225	2L	16251788	16245835
FBgn0087008	X	19638369	19626548
FBgn0034729	2R	22426977	22425733
FBgn0040529	3R	8341043	8339944
FBgn0020653	X	8248033	8242528
FBgn0050392	2R	21292181	21290914
FBgn0039969	2R	5604834	5603587
FBgn0019644	3L	9731224	9729999
FBgn0038519	3R	17546531	17545222
FBgn0011455	3L	12138584	12137496
FBgn0037702	3R	9527237	9516007
FBgn0017567	3R	15837117	15836048
FBgn0015615	X	16593439	16588996
FBgn0030710	X	15944449	15941077
FBgn0005596	3R	29122879	29118330
FBgn0002924	3R	29807127	29804290
FBgn0000283	3R	15275241	15270432
FBgn0039565	3R	27959245	27957356
FBgn0264495	3R	6449274	6406855
FBgn0263911	3L	21539447	21538859
FBgn0025355	3L	11069025	11064991
FBgn0038224	3R	14327735	14326947
FBgn0263352	3L	8442381	8432322
FBgn0002542	3R	7924491	7920431
FBgn0036534	3L	15826423	15818734
FBgn0037807	3R	10311613	10307806
FBgn0034243	2R	17568456	17565779
FBgn0024833	3R	9559525	9557712
FBgn0036237	3L	11993179	11991853
FBgn0011640	3L	7341893	7339266
FBgn0039909	4	571554	568296
FBgn0260222	2R	21692764	21691295
FBgn0039065	3R	23251477	23249443
FBgn0039229	3R	24822350	24817464
FBgn0052418	3L	5777333	5776324
FBgn0004106	2L	10386262	10384739
FBgn0026573	2R	11977721	11970686
