#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0262733	3L	4626196	4592447
FBgn0026324	2L	2767845	2767286
FBgn0038389	3R	15964761	15963884
FBgn0038760	3R	20011712	20008947
FBgn0004404	X	7935792	7934898
FBgn0028671	3R	29137980	29131193
FBgn0015614	2R	7789053	7786010
FBgn0037009	3L	20522434	20521009
FBgn0033309	2R	8599962	8596972
FBgn0283536	3R	19644386	19643018
FBgn0028717	3R	25893270	25888542
FBgn0029936	X	7104491	7102555
FBgn0032450	2L	12704451	12700949
FBgn0260012	2R	12033725	12027985
FBgn0035909	3L	8538013	8534977
FBgn0261016	2R	9599732	9587953
FBgn0003507	3R	16004085	15986152
FBgn0034537	2R	20645865	20644036
FBgn0260745	3R	11993315	11984862
FBgn0030286	X	11334071	11325385
FBgn0037537	3R	8008110	8005924
FBgn0037472	3R	7126503	7124548
FBgn0266171	3R	21365290	21362968
FBgn0035267	3L	1752390	1746907
FBgn0015602	2R	14772630	14770469
FBgn0029718	X	4648646	4647871
FBgn0029133	X	13214408	13212325
FBgn0260986	X	1481420	1477063
FBgn0030503	X	13619207	13616989
FBgn0020270	2L	11284335	11282090
FBgn0042094	3R	10889588	10887345
FBgn0039359	3R	25685051	25683623
FBgn0003062	2R	23074725	23072909
FBgn0032818	2L	19758615	19757245
FBgn0032135	2L	9623109	9616469
FBgn0030447	X	13095732	13094299
FBgn0083985	3R	22381253	22380128
FBgn0030855	X	17639003	17636281
FBgn0015268	2R	23907294	23905175
FBgn0038080	3R	12705818	12705094
FBgn0033907	2R	14173596	14172986
FBgn0010612	2L	10976399	10975522
FBgn0085257	2R	11652339	11651857
FBgn0052758	X	5738031	5719374
FBgn0032208	2L	10292365	10281943
FBgn0032689	2L	18605249	18599755
FBgn0003742	2R	14604337	14602004
FBgn0264324	3R	28870439	28845270
FBgn0010217	4	1034917	1031484
FBgn0002121	2L	21376	9839
FBgn0035812	3L	7726473	7719899
FBgn0033391	2R	9192096	9186670
FBgn0032940	2L	21310050	21286078
FBgn0026577	2L	21232059	21221312
FBgn0033392	2R	9207124	9204410
FBgn0026427	2R	14618118	14607154
FBgn0064117	X	21319296	21317936
FBgn0052412	3L	5902456	5900835
FBgn0035107	3L	202152	200174
FBgn0036317	3L	12850117	12844254
FBgn0003714	X	2443976	2442313
FBgn0000927	X	2726577	2724286
FBgn0037648	3R	8995212	8993253
FBgn0262801	3R	6659442	6657882
FBgn0264492	3L	23103460	23097072
FBgn0031822	2L	6490843	6490155
FBgn0034543	2R	20673495	20670636
FBgn0259725	2R	21669916	21667541
FBgn0286931	2R	17565852	17564340
FBgn0029506	2R	7018362	7012254
FBgn0036825	3L	18900408	18898875
FBgn0051363	3R	11619906	11590386
FBgn0032863	2L	20461729	20459342
FBgn0042213	3R	29725690	29725027
FBgn0005617	2L	18688800	18683720
FBgn0030482	X	13401224	13396899
FBgn0030990	X	19179830	19176109
FBgn0037098	3L	21554928	21543850
FBgn0027514	3R	6380328	6377349
FBgn0032445	2L	12693939	12692993
FBgn0035207	3L	1318330	1313696
FBgn0260458	3L	5784685	5780051
FBgn0261679	3R	15350391	15348048
FBgn0266768	3L	14410698	14410117
FBgn0045073	X	15940451	15934495
FBgn0030240	X	10852327	10848757
FBgn0026313	X	17606879	17599608
FBgn0035111	3L	216479	212709
FBgn0031263	2L	560523	559612
FBgn0031395	2L	2192386	2189914
FBgn0036556	3L	16004736	15992669
FBgn0010265	2L	8364662	8363477
FBgn0032633	2L	17384115	17367511
FBgn0038110	3R	13011310	13008384
FBgn0015765	3R	24152321	24150416
FBgn0039188	3R	24357938	24356070
FBgn0028399	3L	16415386	16412722
FBgn0037368	3R	5734702	5733513
FBgn0250907	2L	23025915	22999574
FBgn0086362	3R	31256659	31255127
FBgn0260767	2R	22661389	22657901
FBgn0039466	3R	26977878	26966930
FBgn0263600	3L	15987815	15984322
FBgn0023514	X	1879077	1877317
FBgn0035542	3L	4420648	4406943
FBgn0027084	X	9608884	9606363
FBgn0033434	2R	9605624	9594045
FBgn0031213	2L	76211	71757
FBgn0025808	3R	14663197	14661176
FBgn0267348	3L	9623980	9614914
FBgn0036124	3L	11078736	11074769
FBgn0027660	3L	17421514	17396031
FBgn0086768	3R	5554316	5552823
FBgn0003462	3L	11113740	11112281
FBgn0035036	2R	24607023	24604595
FBgn0036805	3L	18684061	18682895
FBgn0037446	3R	6458822	6457088
FBgn0030268	X	11137118	11129362
FBgn0011747	4	129849	115074
FBgn0265191	2R	21210821	21200483
FBgn0086378	3R	3627690	3623143
FBgn0028425	2L	12056042	12051755
FBgn0030711	X	15946249	15944897
FBgn0004875	3L	3842326	3818679
FBgn0287225	3R	16264115	16261355
FBgn0051648	2L	5527854	5526957
FBgn0037028	3L	20816075	20813353
FBgn0031851	2L	6719389	6717625
FBgn0261596	2R	22641419	22640526
FBgn0032723	2L	18943960	18916347
FBgn0263929	3R	14795868	14741582
FBgn0053303	2L	10375757	10373369
FBgn0011660	2R	15371520	15368074
FBgn0040928	X	8398298	8397157
FBgn0032170	2L	9960168	9957132
FBgn0033354	2R	8939789	8934576
FBgn0025608	2L	18708688	18706010
FBgn0039877	3R	31793907	31790592
FBgn0260397	3L	20230250	20226381
FBgn0038927	3R	22034286	22032150
FBgn0039965	X	23016586	23013495
FBgn0033337	2R	8891401	8888404
FBgn0067779	2L	71390	66482
FBgn0030833	X	17245001	17240468
FBgn0030640	X	15466812	15462722
FBgn0261789	3R	6345911	6345000
FBgn0261986	3R	25665640	25661795
FBgn0001965	2L	13819824	13813816
FBgn0030514	X	13721977	13718734
FBgn0011770	X	10329872	10328877
FBgn0000318	2L	5521382	5520135
FBgn0027599	2R	24948378	24946561
FBgn0262518	3L	19871078	19867488
FBgn0051195	3R	20762369	20757269
FBgn0011802	3L	10463101	10459081
FBgn0259227	3R	11673974	11656149
FBgn0034634	2R	21519125	21516774
FBgn0027490	2L	8437365	8434058
FBgn0261119	2R	18451041	18447361
FBgn0015754	2R	16185103	16178826
FBgn0260941	3L	12266841	12206238
FBgn0086371	3R	13366910	13361816
FBgn0034345	2R	18426221	18421413
FBgn0002873	X	14258595	14247732
FBgn0031708	2L	5519896	5518893
FBgn0029915	X	6867194	6851909
FBgn0027590	2R	24768172	24766718
FBgn0260407	2L	13835072	13834250
FBgn0015546	2L	14366840	14362069
FBgn0033890	2R	13983317	13980362
FBgn0001218	X	11807117	11801696
FBgn0038651	3R	18758873	18750436
FBgn0032974	2L	22126614	22121338
FBgn0027496	2L	6490194	6489090
FBgn0259749	2L	6473904	6468538
FBgn0010607	2L	4973921	4970135
FBgn0038586	3R	18226082	18224902
FBgn0029158	3L	20432361	20430605
FBgn0260237	3R	9407857	9404385
FBgn0028377	3L	15510837	15509445
FBgn0001091	2R	7793380	7791901
FBgn0260859	3L	9442267	9438482
FBgn0022936	3L	21823309	21821997
FBgn0014075	3L	18878245	18872747
FBgn0003124	3L	20313466	20309654
FBgn0033467	2R	9959732	9959119
FBgn0030090	X	9135099	9121973
FBgn0026666	X	15735780	15734270
FBgn0002921	3R	20976239	20948714
FBgn0026369	2R	21487107	21481927
FBgn0037188	3L	22748614	22741793
FBgn0037623	3R	8747675	8735879
FBgn0000064	3R	26261591	26254069
FBgn0001995	2L	16329132	16328059
FBgn0030573	X	14584616	14583677
FBgn0035028	2R	24577676	24574559
FBgn0038772	3R	20059291	20057748
FBgn0028662	3R	14904061	14902330
FBgn0027088	3L	15097686	15095142
FBgn0052732	X	6968750	6958032
FBgn0045063	2R	12507333	12487451
FBgn0028686	X	11126785	11125101
FBgn0025820	3L	1802856	1802008
FBgn0038989	3R	22586209	22584773
FBgn0034976	2R	24114292	24107087
FBgn0036921	3L	19932930	19928743
FBgn0039861	3R	31622217	31617977
FBgn0285947	X	19599806	19598031
FBgn0259982	2L	15257642	15256581
FBgn0030467	X	13302415	13294473
FBgn0260780	X	11899920	11893943
FBgn0259203	3L	7333471	7329132
FBgn0030692	X	15788288	15786047
FBgn0036667	3L	16844991	16844568
FBgn0032897	2L	20861014	20858695
FBgn0052068	3L	10664435	10663376
FBgn0036173	3L	11564312	11561996
FBgn0038129	3R	13272011	13269137
FBgn0031419	2L	2375697	2374713
FBgn0035059	2R	24766750	24763167
FBgn0086695	3R	5374962	5372592
FBgn0031643	2L	4885669	4883298
FBgn0015543	2R	11893195	11893123
FBgn0010194	X	18505405	18501401
FBgn0031315	2L	1167211	1166506
FBgn0031190	X	22482357	22474851
FBgn0085229	2R	5758067	5757662
FBgn0069242	3R	9685476	9684469
FBgn0285950	2R	24969547	24967877
FBgn0264693	3L	4134550	4122907
FBgn0261938	2L	1108373	1103254
FBgn0034433	2R	19310665	19307447
FBgn0033529	2R	10481886	10480163
FBgn0029887	X	6673973	6668539
FBgn0265512	2R	10158931	10155916
FBgn0260464	3R	13780795	13779624
FBgn0029925	X	6973393	6972324
FBgn0038478	3R	17091938	17088280
FBgn0014869	3R	29149901	29148248
FBgn0035047	2R	24671577	24669397
FBgn0030309	X	11558654	11555050
FBgn0035641	3L	5873518	5871501
FBgn0036897	3L	19642816	19637207
FBgn0039930	4	1029361	1028675
FBgn0052190	3L	17802279	17797738
FBgn0286051	3L	6608739	6603684
FBgn0039562	3R	27952151	27948711
FBgn0051635	2L	6649114	6632798
FBgn0027872	2R	17698362	17695776
FBgn0030944	X	18650444	18649396
FBgn0284252	2R	24515320	24509508
FBgn0053156	2R	13553240	13548244
FBgn0037848	3R	10870555	10868708
FBgn0031314	2L	1166425	1164443
FBgn0001125	2L	1987758	1984512
FBgn0032169	2L	9956176	9954325
FBgn0027054	2R	7974099	7972175
FBgn0015298	3L	7348034	7347310
FBgn0028689	2R	14752910	14750166
FBgn0262614	3R	8931896	8827068
FBgn0030364	X	12020719	12018640
FBgn0030648	X	15486612	15482374
FBgn0037810	3R	10338265	10333115
FBgn0086757	2R	13453393	13450586
FBgn0260750	2L	10271465	10270051
FBgn0259938	3R	10400752	10388258
FBgn0015271	2L	13831576	13829837
FBgn0038432	3R	16458233	16456052
FBgn0020018	3R	24661851	24660197
FBgn0034259	2R	17672640	17671309
FBgn0002878	X	13727113	13722246
FBgn0052100	3L	12269803	12267528
FBgn0030291	X	11349847	11349049
FBgn0264270	X	7098053	7074550
FBgn0032859	2L	20423027	20417057
FBgn0263933	2L	418536	415067
FBgn0037019	3L	20778264	20776766
FBgn0034722	2R	22378484	22375090
FBgn0002673	2L	16261877	16259414
FBgn0039835	3R	31253686	31252872
FBgn0261841	3R	21368279	21365609
FBgn0032886	2L	20814331	20797715
FBgn0031597	2L	4382735	4380722
FBgn0051961	2L	4187793	4186250
FBgn0035558	3L	4553457	4542051
FBgn0031188	X	22472021	22469981
FBgn0001228	3L	9374964	9372722
FBgn0037624	3R	8754104	8747798
FBgn0039870	3R	31745178	31744282
FBgn0034650	2R	21671593	21670152
FBgn0034187	2R	17066546	17062775
FBgn0014879	3R	15265253	15263552
FBgn0050476	2R	14753269	14752521
FBgn0032656	2L	17974868	17963379
FBgn0030793	X	16803344	16801929
FBgn0023545	X	2009364	2007911
FBgn0023172	2R	17044653	17027190
FBgn0261276	2R	14235449	14230611
FBgn0034419	2R	19141034	19137372
FBgn0003087	2L	10364092	10362989
FBgn0025366	2L	10409610	10408352
FBgn0032746	2L	19049884	19049076
FBgn0035592	3L	5136292	5135748
FBgn0036714	3L	17358056	17351822
FBgn0031759	2L	5999501	5989400
FBgn0285911	3R	9270224	9267019
FBgn0053096	3R	25102146	25097672
FBgn0042712	3L	1865240	1862881
FBgn0031529	2L	3376737	3375832
FBgn0016698	2L	3378590	3377002
FBgn0040153	X	14211457	14203961
FBgn0260659	3R	15203074	15196598
FBgn0034389	2R	18774824	18761758
FBgn0033373	2R	9092893	9089774
FBgn0024909	3R	7909721	7907333
FBgn0002593	2L	420864	419952
FBgn0002932	3R	9039471	9020348
FBgn0026085	X	4114929	4113701
FBgn0037788	3R	10120081	10112237
FBgn0001222	2R	18134634	18130303
FBgn0260398	2R	8131323	8129354
FBgn0003257	3R	21073319	21070557
FBgn0284231	2R	17719346	17703335
FBgn0260944	3R	10786465	10784383
FBgn0040066	X	2588217	2585980
FBgn0270926	3L	21174973	21173118
FBgn0052207	3L	19478720	19477329
FBgn0039338	3R	25482834	25477868
FBgn0030800	X	16884365	16882509
FBgn0005642	3R	28811337	28807983
FBgn0001139	3R	26049911	26041736
FBgn0040271	3R	16339575	16310542
FBgn0017578	3L	19264184	19262232
FBgn0039112	3R	23760600	23759483
FBgn0035328	3L	2278038	2276550
FBgn0030659	X	15582874	15580930
FBgn0024984	X	2188919	2187820
FBgn0017551	2L	6853866	6852315
FBgn0030605	X	15064926	15063733
FBgn0032474	2L	13166072	13163209
FBgn0000618	X	11576620	11576118
FBgn0004387	3R	27559145	27547775
FBgn0038016	3R	12356265	12352143
FBgn0015278	3L	11790013	11774650
FBgn0000146	2L	11001476	10997819
FBgn0033842	2R	13485391	13483512
FBgn0000414	3L	16724575	16712126
FBgn0051957	2L	3872458	3871271
FBgn0024555	3R	13693905	13683921
FBgn0266420	2R	18277177	18275607
FBgn0039640	3R	29145787	29138662
FBgn0038745	3R	19903689	19897372
FBgn0035407	3L	3166250	3163786
FBgn0032955	2L	21624080	21614232
FBgn0030030	X	8276450	8273412
FBgn0052736	X	7012137	7011357
FBgn0032884	2L	20789098	20787656
FBgn0033699	2R	12200815	12199024
FBgn0086686	3R	14655716	14642672
FBgn0028402	3L	21033561	21031825
FBgn0019957	3R	22029393	22027709
FBgn0010379	3R	16105670	16099228
FBgn0038286	3R	15095631	15079320
FBgn0032731	2L	18987280	18977519
FBgn0087040	3L	9683370	9681268
FBgn0030645	X	15472859	15472164
FBgn0025634	X	646386	644761
FBgn0026749	X	13387417	13385914
FBgn0035088	2R	24970855	24969678
FBgn0033206	2R	7669029	7667248
FBgn0264962	2R	14871071	14860936
FBgn0034689	2R	22075308	22073538
FBgn0036916	3L	19913715	19912405
FBgn0032229	2L	10358078	10356795
FBgn0013997	3L	12156990	12146519
FBgn0039306	3R	25267757	25265844
FBgn0027066	2R	6756300	6749227
FBgn0011661	X	8898332	8873012
FBgn0031068	X	19750167	19748314
FBgn0042092	2L	6907844	6906666
FBgn0038331	3R	15374237	15371957
FBgn0015926	X	15331002	15328342
FBgn0266083	2R	24195290	24186703
FBgn0039291	3R	25215188	25214325
FBgn0264742	2L	5048365	5043270
FBgn0031403	2L	2226294	2225545
FBgn0010100	2L	21173185	21168570
FBgn0025390	X	1668788	1523554
FBgn0027070	2L	18829059	18826770
FBgn0033608	2R	11285098	11284283
FBgn0003204	X	10749097	10744502
FBgn0027791	X	1465996	1464363
FBgn0036330	3L	13007881	13006817
FBgn0013762	2R	15571417	15569528
FBgn0030178	X	10086171	10084914
FBgn0050401	2R	21986938	21985626
FBgn0027836	2R	18172607	18168413
FBgn0038519	3R	17546531	17545222
FBgn0017567	3R	15837117	15836048
FBgn0001137	2L	8433598	8431086
FBgn0003209	2L	8740660	8709880
FBgn0024728	4	669884	663621
FBgn0011305	2L	10263554	10261795
FBgn0036959	3L	20245312	20241267
FBgn0027549	3L	8113406	8110368
FBgn0033486	2R	10121451	10117694
FBgn0033225	2R	7812028	7810068
FBgn0031398	2L	2216311	2214972
FBgn0034243	2R	17568456	17565779
FBgn0266124	3L	9452790	9451876
FBgn0036365	3L	13449245	13442594
FBgn0260222	2R	21692764	21691295
FBgn0265190	3R	24917864	24913216
FBgn0004106	2L	10386262	10384739
FBgn0027619	2R	9970897	9968929
FBgn0030344	X	11868893	11864651
FBgn0038326	3R	15359263	15357229
FBgn0028932	2L	13784338	13782231
FBgn0003071	2R	10117457	10109740
FBgn0035805	3L	7641648	7640798
FBgn0039994	2R	4758048	4744348
FBgn0010438	3R	16205250	16204194
FBgn0263601	3L	16011812	16006552
FBgn0036964	3L	20296971	20295802
FBgn0013773	2R	14873705	14871366
FBgn0051357	3R	24829959	24828279
FBgn0037468	3R	7077981	7074859
FBgn0034158	2R	16792472	16783671
FBgn0038296	3R	15196210	15191058
FBgn0000247	3R	29815047	29806811
FBgn0266916	3R	8569248	8564105
FBgn0015622	3R	29319644	29315254
FBgn0034455	2R	19504594	19503068
FBgn0026570	3L	2170971	2169553
FBgn0033994	2R	15149709	15147860
FBgn0031711	2L	5525809	5524139
FBgn0031216	2L	102086	94739
FBgn0015772	2L	18968744	18957732
FBgn0027868	2L	10736071	10733293
FBgn0039639	3R	29138573	29137970
FBgn0052479	3L	895313	871899
FBgn0021856	2L	21262411	21261168
FBgn0037250	3R	4436175	4433965
FBgn0002778	3L	14991667	14985100
FBgn0034049	2R	15931935	15923040
FBgn0033183	2R	7496466	7493806
FBgn0029067	X	21324009	21319791
FBgn0264294	2R	7535936	7533506
FBgn0000299	2L	5037279	5029609
FBgn0001989	2L	15751078	15749319
FBgn0037021	3L	20786197	20780350
FBgn0262125	3R	5652629	5649065
FBgn0030352	X	11893745	11891732
FBgn0000709	X	21345088	21339741
FBgn0034420	2R	19178223	19164143
FBgn0261570	X	17752007	17710144
FBgn0033570	2R	10897885	10897144
FBgn0015024	X	12657834	12653626
FBgn0034277	2R	17767070	17764574
FBgn0010747	3L	5154777	5152678
FBgn0029664	X	3484555	3482965
FBgn0050410	2R	23356441	23355183
FBgn0040319	X	8116147	8102181
FBgn0036505	3L	15524137	15521711
FBgn0038551	3R	17809222	17807407
FBgn0040056	3L	23749058	23737960
FBgn0028687	2R	7653954	7652440
FBgn0032811	2L	19580351	19579093
FBgn0286818	3L	15142840	15137738
FBgn0003423	X	21385159	21374002
FBgn0019830	2L	2770069	2768590
FBgn0031876	2L	6960328	6959099
FBgn0038924	3R	22025506	22024259
FBgn0023519	X	1891482	1890256
FBgn0025628	X	2073483	2066435
FBgn0003396	2R	11217394	11159086
FBgn0034744	2R	22609419	22608310
FBgn0027108	X	7004151	6998672
FBgn0288229	2L	130791	122624
FBgn0015282	3R	23931558	23929873
FBgn0034061	2R	16007667	16006893
FBgn0086904	2R	12760999	12759693
FBgn0267791	2R	20606854	20587551
FBgn0262081	3R	11650706	11633278
FBgn0026415	X	9930948	9927973
FBgn0033087	2R	6673372	6670154
FBgn0263395	2R	19227193	19178738
FBgn0039929	4	1031757	1029711
FBgn0043796	X	6301285	6299054
FBgn0022029	2R	17425679	17420407
FBgn0032799	2L	19526368	19525434
FBgn0036990	3L	20436209	20435110
FBgn0037792	3R	10144184	10140103
FBgn0027565	3L	20384109	20382405
FBgn0035334	3L	2372876	2372199
FBgn0053170	3L	22867535	22864600
FBgn0259933	3L	3322489	3319555
FBgn0051223	3R	20832455	20831127
FBgn0004045	X	10055498	10053811
FBgn0001120	3L	14803360	14802380
FBgn0010926	3R	17539963	17535533
FBgn0037082	3L	21441363	21438628
FBgn0035213	3L	1342403	1339460
FBgn0016038	X	623051	621530
FBgn0037634	3R	8807581	8806322
FBgn0262975	3R	23226711	23185580
FBgn0005655	2R	20262883	20261754
FBgn0015520	3R	16643112	16640205
FBgn0034576	2R	21026086	21025078
FBgn0041188	3R	15417277	15408423
FBgn0034617	2R	21312354	21310368
FBgn0035916	3L	8623901	8622039
FBgn0038469	3R	17036045	17033588
FBgn0041709	3L	2272769	2269881
FBgn0052484	3L	3050159	3047087
FBgn0046247	3R	27277418	27274794
FBgn0086355	3R	30134599	30132981
FBgn0261881	2L	15007431	15006583
FBgn0027587	3L	211457	207184
FBgn0030963	X	18832123	18830591
FBgn0033737	2R	12431099	12428449
FBgn0036118	3L	11062215	11061571
FBgn0033062	2R	6085625	6080828
FBgn0086347	2L	10506779	10491814
FBgn0286037	3L	22270220	22269932
FBgn0030629	X	15342117	15340373
FBgn0086605	3R	4402027	4398381
FBgn0260388	3L	16496236	16491838
FBgn0037315	3R	5368306	5358873
FBgn0001301	2L	18138083	18129884
FBgn0044826	3R	16453821	16445007
FBgn0031114	X	20426402	20424069
FBgn0035532	3L	4322259	4321105
FBgn0250746	3R	5358364	5357012
FBgn0039348	3R	25624662	25611013
FBgn0263750	3R	9359189	9355495
FBgn0086445	2L	19129326	19127260
FBgn0033212	2R	7698902	7676540
FBgn0022224	2R	6810530	6810011
FBgn0035122	3L	265932	264779
FBgn0261444	X	1236684	1215289
FBgn0031871	2L	6945289	6943178
FBgn0039260	3R	25033465	25029429
FBgn0029873	X	6526342	6524464
FBgn0038872	3R	21229512	21223704
FBgn0017418	X	18137784	18130392
FBgn0260991	2R	7281795	7278467
FBgn0024993	X	2701033	2698701
FBgn0031764	2L	6024539	6022951
FBgn0036299	3L	12533724	12530436
FBgn0034054	2R	15956636	15955040
FBgn0030734	X	16297718	16293853
FBgn0030431	X	12903516	12901353
FBgn0031036	X	19601851	19599803
FBgn0031434	2L	2576997	2575280
FBgn0037203	3L	22893821	22881045
FBgn0016031	3L	5355923	5343619
FBgn0034791	2R	22882690	22881322
FBgn0036180	3L	11609465	11605436
FBgn0265297	2R	18147191	18140078
FBgn0262937	3L	1298497	1295913
FBgn0264385	X	6997799	6995882
FBgn0035473	3L	3909931	3907852
FBgn0051549	3R	5633321	5632192
FBgn0085423	2L	3373372	3358640
FBgn0023395	3L	19450238	19447173
FBgn0250754	3R	16469663	16458280
FBgn0030687	X	15769514	15762956
FBgn0034066	2R	16017154	16016042
FBgn0001179	3L	10633969	10631079
FBgn0036746	3L	17669234	17659818
FBgn0028525	2L	16305940	16303264
FBgn0262026	2R	16199378	16197042
FBgn0031384	2L	2030788	2009859
FBgn0031608	2L	4461746	4459729
FBgn0014133	X	11694740	11678970
FBgn0032430	2L	12430021	12428028
FBgn0033784	2R	12936535	12934234
FBgn0035498	3L	4107116	4103564
FBgn0030630	X	15344625	15342857
FBgn0266464	3R	13837991	13833497
FBgn0053995	2L	5048365	5043270
FBgn0083969	3R	29875159	29869365
FBgn0026380	3R	9006226	9005313
FBgn0027287	X	15511223	15486922
FBgn0036239	3L	12002915	11998398
FBgn0029686	X	3940582	3936517
FBgn0267821	2L	10393228	10388105
FBgn0003275	3R	5372397	5371795
FBgn0037603	3R	8653847	8652821
FBgn0031992	2L	8162452	8161796
FBgn0039829	3R	31215942	31214776
FBgn0035603	3L	5368008	5367341
FBgn0014465	X	8476071	8473837
FBgn0035978	3L	9358935	9350867
FBgn0020767	2R	14769423	14759646
FBgn0031078	X	19859379	19852214
FBgn0037728	3R	9679658	9677927
FBgn0030478	X	13380160	13370606
FBgn0037538	3R	8011018	8009400
FBgn0032929	2L	21182812	21179933
FBgn0030480	X	13385893	13385210
FBgn0036111	3L	10899123	10894776
FBgn0020930	2R	12759724	12757546
FBgn0030719	X	15991974	15987008
FBgn0028507	2L	15766267	15764220
FBgn0032597	2L	16733624	16732550
FBgn0039156	3R	24154896	24152347
FBgn0085249	2R	10043507	10041065
FBgn0039544	3R	27710857	27707100
FBgn0052250	3L	4321109	4318755
FBgn0039765	3R	30424556	30423974
FBgn0038869	3R	21218791	21217268
FBgn0039139	3R	24034257	24032157
FBgn0262734	X	16454972	16448665
FBgn0037405	3R	6170309	6167483
FBgn0004598	X	16381782	16373086
FBgn0036581	3L	16232777	16232084
FBgn0038763	3R	20021338	20018269
FBgn0083986	3R	24814930	24814262
FBgn0035025	2R	24568082	24565554
FBgn0267384	X	16595867	16593677
FBgn0266172	3R	21365488	21362968
FBgn0262737	3L	21932702	21844788
FBgn0025836	X	140340	127449
FBgn0260987	3L	27157999	27136525
FBgn0038890	3R	21528598	21520928
FBgn0035268	3L	1759208	1756159
FBgn0023129	3L	9424781	9423253
FBgn0037633	3R	8805802	8803471
FBgn0037552	3R	8219734	8217957
FBgn0285952	2R	24059483	24057798
FBgn0031266	2L	572907	568340
FBgn0030991	X	19182024	19180173
FBgn0033656	2R	11844240	11842103
FBgn0033185	2R	7516390	7513846
FBgn0010516	2R	11690863	11688569
FBgn0014092	2L	16328131	16327069
FBgn0027493	3R	20830580	20824667
FBgn0033879	2R	13854331	13852947
FBgn0033349	2R	8925346	8922785
FBgn0010278	2R	23809004	23806361
FBgn0037647	3R	8984315	8982732
FBgn0031895	2L	7194588	7190431
FBgn0010314	2L	9331981	9330763
FBgn0013987	X	5764203	5759908
FBgn0032812	2L	19582474	19580612
FBgn0036188	3L	11650499	11648756
FBgn0020305	2L	869857	868673
FBgn0036155	3L	11364885	11361986
FBgn0283438	3R	13030659	13026283
FBgn0028685	X	6291245	6289470
FBgn0028490	2L	11528205	11523021
FBgn0004087	3R	16481878	16481167
FBgn0259174	3L	17546660	17530081
FBgn0030946	X	18657286	18653392
FBgn0259238	2R	11297520	11294536
FBgn0015288	X	765130	762560
FBgn0026713	X	14224732	14201362
FBgn0038870	3R	21222843	21219077
FBgn0286932	2R	23733183	23713900
FBgn0000629	3L	10638130	10634575
FBgn0260768	2R	22663241	22661934
FBgn0030794	X	16805754	16803650
FBgn0038453	3R	16645171	16643605
FBgn0036306	3L	12754774	12753239
FBgn0036005	3L	9487790	9486448
FBgn0011817	3L	8054147	7979046
FBgn0010825	3L	8472669	8449922
FBgn0086134	3R	12432556	12431321
FBgn0036354	3L	13390006	13388299
FBgn0035449	3L	3471309	3468023
FBgn0028743	2R	17800677	17792870
FBgn0030671	X	15705806	15704125
FBgn0033273	2R	8170089	8167948
