#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0085405	3R	22460749	22448099
FBgn0035868	3L	8304059	8302364
FBgn0000046	3R	13428375	13425983
FBgn0031213	2L	76211	71757
FBgn0025808	3R	14663197	14661176
FBgn0267348	3L	9623980	9614914
FBgn0036124	3L	11078736	11074769
FBgn0027660	3L	17421514	17396031
FBgn0013342	3L	1637752	1630348
FBgn0287631	2R	17107542	17100241
FBgn0086768	3R	5554316	5552823
FBgn0003462	3L	11113740	11112281
FBgn0035036	2R	24607023	24604595
FBgn0035140	3L	542147	540851
FBgn0041630	3L	4291211	4288641
FBgn0036805	3L	18684061	18682895
FBgn0037446	3R	6458822	6457088
FBgn0033491	2R	10146206	10142338
FBgn0030268	X	11137118	11129362
FBgn0011747	4	129849	115074
FBgn0265191	2R	21210821	21200483
FBgn0003731	2R	21559977	21522420
FBgn0086378	3R	3627690	3623143
FBgn0032022	2L	8332911	8327456
FBgn0028425	2L	12056042	12051755
FBgn0029857	X	6289562	6288100
FBgn0265186	2R	12952293	12948348
FBgn0004875	3L	3842326	3818679
FBgn0030711	X	15946249	15944897
FBgn0034198	2R	17135345	17134129
FBgn0051648	2L	5527854	5526957
FBgn0287225	3R	16264115	16261355
FBgn0037028	3L	20816075	20813353
FBgn0031611	2L	4468022	4465174
FBgn0031851	2L	6719389	6717625
FBgn0261596	2R	22641419	22640526
FBgn0026061	3L	16573334	16563448
FBgn0032723	2L	18943960	18916347
FBgn0035517	3L	4256053	4254776
FBgn0263929	3R	14795868	14741582
FBgn0011660	2R	15371520	15368074
FBgn0053303	2L	10375757	10373369
FBgn0040928	X	8398298	8397157
FBgn0032170	2L	9960168	9957132
FBgn0033654	2R	11839825	11827170
FBgn0082928	2R	9096080	9095996
FBgn0033354	2R	8939789	8934576
FBgn0025608	2L	18708688	18706010
FBgn0039877	3R	31793907	31790592
FBgn0267067	X	21483519	21483082
FBgn0260397	3L	20230250	20226381
FBgn0037763	3R	9816979	9815928
FBgn0038927	3R	22034286	22032150
FBgn0039965	X	23016586	23013495
FBgn0033337	2R	8891401	8888404
FBgn0086048	X	21050978	21050898
FBgn0067779	2L	71390	66482
FBgn0030640	X	15466812	15462722
FBgn0030833	X	17245001	17240468
FBgn0003378	3L	11509394	11508967
FBgn0261789	3R	6345911	6345000
FBgn0001965	2L	13819824	13813816
FBgn0034295	2R	18054066	18052550
FBgn0261986	3R	25665640	25661795
FBgn0031782	2L	6127775	6125879
FBgn0036772	3L	17912565	17909483
FBgn0030514	X	13721977	13718734
FBgn0036752	3L	17764158	17751731
FBgn0011770	X	10329872	10328877
FBgn0000318	2L	5521382	5520135
FBgn0027599	2R	24948378	24946561
FBgn0051195	3R	20762369	20757269
FBgn0262518	3L	19871078	19867488
FBgn0050115	2R	18611777	18554119
FBgn0032343	2L	11113061	11110557
FBgn0011802	3L	10463101	10459081
FBgn0034634	2R	21519125	21516774
FBgn0259227	3R	11673974	11656149
FBgn0004456	X	13258490	13214409
FBgn0027490	2L	8437365	8434058
FBgn0015754	2R	16185103	16178826
FBgn0261119	2R	18451041	18447361
FBgn0263446	2R	12875087	12872756
FBgn0051675	2L	20869650	20867755
FBgn0086371	3R	13366910	13361816
FBgn0260941	3L	12266841	12206238
FBgn0034345	2R	18426221	18421413
FBgn0002873	X	14258595	14247732
FBgn0031708	2L	5519896	5518893
FBgn0031961	2L	7887513	7883282
FBgn0082941	2R	14623346	14623276
FBgn0027590	2R	24768172	24766718
FBgn0029915	X	6867194	6851909
FBgn0015546	2L	14366840	14362069
FBgn0260407	2L	13835072	13834250
FBgn0033890	2R	13983317	13980362
FBgn0037143	3L	21951550	21949825
FBgn0263974	3R	18650137	18591027
FBgn0001218	X	11807117	11801696
FBgn0024320	2L	10221216	10213812
FBgn0027496	2L	6490194	6489090
FBgn0032974	2L	22126614	22121338
FBgn0038651	3R	18758873	18750436
FBgn0259749	2L	6473904	6468538
FBgn0010607	2L	4973921	4970135
FBgn0286929	2L	11843661	11842828
FBgn0038586	3R	18226082	18224902
FBgn0029158	3L	20432361	20430605
FBgn0001091	2R	7793380	7791901
FBgn0028377	3L	15510837	15509445
FBgn0260237	3R	9407857	9404385
FBgn0260859	3L	9442267	9438482
FBgn0014075	3L	18878245	18872747
FBgn0022936	3L	21823309	21821997
FBgn0038721	3R	19642722	19633418
FBgn0003124	3L	20313466	20309654
FBgn0034050	2R	15935938	15934825
FBgn0033467	2R	9959732	9959119
FBgn0002921	3R	20976239	20948714
FBgn0026666	X	15735780	15734270
FBgn0030090	X	9135099	9121973
FBgn0031473	2L	2855778	2848989
FBgn0037841	3R	10853644	10852724
FBgn0026369	2R	21487107	21481927
FBgn0037000	3L	20494921	20484293
FBgn0011274	2L	17433161	17413248
FBgn0037188	3L	22748614	22741793
FBgn0010425	2R	11346066	11345237
FBgn0037623	3R	8747675	8735879
FBgn0000064	3R	26261591	26254069
FBgn0001995	2L	16329132	16328059
FBgn0264501	2R	12260813	12259409
FBgn0030573	X	14584616	14583677
FBgn0030931	X	18501258	18500127
FBgn0035028	2R	24577676	24574559
FBgn0038772	3R	20059291	20057748
FBgn0028662	3R	14904061	14902330
FBgn0027088	3L	15097686	15095142
FBgn0052732	X	6968750	6958032
FBgn0045063	2R	12507333	12487451
FBgn0034186	2R	17062634	17059331
FBgn0064912	3R	21874922	21873739
FBgn0028686	X	11126785	11125101
FBgn0025820	3L	1802856	1802008
FBgn0036142	3L	11172411	11169817
FBgn0038989	3R	22586209	22584773
FBgn0034976	2R	24114292	24107087
FBgn0036921	3L	19932930	19928743
FBgn0037741	3R	9754686	9751088
FBgn0030999	X	19214938	19213254
FBgn0039861	3R	31622217	31617977
FBgn0285947	X	19599806	19598031
FBgn0037713	3R	9570214	9569074
FBgn0259982	2L	15257642	15256581
FBgn0029830	X	5986699	5966279
FBgn0266310	2L	16697761	16697344
FBgn0030467	X	13302415	13294473
FBgn0032149	2L	9791958	9790882
FBgn0050496	2R	7701878	7699500
FBgn0260780	X	11899920	11893943
FBgn0053468	2R	14606980	14606307
FBgn0260722	3R	9551806	9548104
FBgn0039249	3R	24922385	24918106
FBgn0259203	3L	7333471	7329132
FBgn0032285	2L	10694103	10692940
FBgn0030692	X	15788288	15786047
FBgn0264481	3L	19910203	19909365
FBgn0032793	2L	19493253	19491647
FBgn0036667	3L	16844991	16844568
FBgn0032897	2L	20861014	20858695
FBgn0052068	3L	10664435	10663376
FBgn0036173	3L	11564312	11561996
FBgn0038129	3R	13272011	13269137
FBgn0031419	2L	2375697	2374713
FBgn0035059	2R	24766750	24763167
FBgn0086695	3R	5374962	5372592
FBgn0031643	2L	4885669	4883298
FBgn0015543	2R	11893195	11893123
FBgn0034322	2R	18295658	18294759
FBgn0000326	2R	21619079	21617061
FBgn0010194	X	18505405	18501401
FBgn0031315	2L	1167211	1166506
FBgn0031190	X	22482357	22474851
FBgn0085229	2R	5758067	5757662
FBgn0040074	3L	16332789	16331933
FBgn0069242	3R	9685476	9684469
FBgn0285950	2R	24969547	24967877
FBgn0050381	2R	7931016	7929658
FBgn0264693	3L	4134550	4122907
FBgn0261938	2L	1108373	1103254
FBgn0050383	2R	7825141	7823943
FBgn0034433	2R	19310665	19307447
FBgn0033529	2R	10481886	10480163
FBgn0029887	X	6673973	6668539
FBgn0265512	2R	10158931	10155916
FBgn0260464	3R	13780795	13779624
FBgn0029925	X	6973393	6972324
FBgn0038478	3R	17091938	17088280
FBgn0014869	3R	29149901	29148248
FBgn0038279	3R	14923083	14918628
FBgn0002564	3L	68995	66430
FBgn0035047	2R	24671577	24669397
FBgn0058354	3L	25203341	25201942
FBgn0263546	2R	24294331	24294231
FBgn0030309	X	11558654	11555050
FBgn0035641	3L	5873518	5871501
FBgn0036897	3L	19642816	19637207
FBgn0265427	2R	12985995	12985367
FBgn0039930	4	1029361	1028675
FBgn0052190	3L	17802279	17797738
FBgn0286051	3L	6608739	6603684
FBgn0003890	3R	27988384	27967008
FBgn0039562	3R	27952151	27948711
FBgn0030837	X	17284500	17283762
FBgn0024179	3L	4071717	4064152
FBgn0051635	2L	6649114	6632798
FBgn0027872	2R	17698362	17695776
FBgn0030944	X	18650444	18649396
FBgn0284252	2R	24515320	24509508
FBgn0020251	3L	6550104	6495680
FBgn0053156	2R	13553240	13548244
FBgn0037848	3R	10870555	10868708
FBgn0030157	X	9879279	9878422
FBgn0031314	2L	1166425	1164443
FBgn0001125	2L	1987758	1984512
FBgn0000636	2L	18393441	18320102
FBgn0032169	2L	9956176	9954325
FBgn0050338	2R	9599505	9594045
FBgn0005666	4	776474	724400
FBgn0027054	2R	7974099	7972175
FBgn0015298	3L	7348034	7347310
FBgn0028689	2R	14752910	14750166
FBgn0262614	3R	8931896	8827068
FBgn0030364	X	12020719	12018640
FBgn0030648	X	15486612	15482374
FBgn0037810	3R	10338265	10333115
FBgn0086757	2R	13453393	13450586
FBgn0260750	2L	10271465	10270051
FBgn0259938	3R	10400752	10388258
FBgn0020416	2L	16446793	16445278
FBgn0015271	2L	13831576	13829837
FBgn0038432	3R	16458233	16456052
FBgn0020018	3R	24661851	24660197
FBgn0034259	2R	17672640	17671309
FBgn0267029	X	142197	140722
FBgn0002878	X	13727113	13722246
FBgn0034270	2R	17739685	17737622
FBgn0052100	3L	12269803	12267528
FBgn0030291	X	11349847	11349049
FBgn0264270	X	7098053	7074550
FBgn0032859	2L	20423027	20417057
FBgn0266457	X	21520017	21496526
FBgn0263933	2L	418536	415067
FBgn0028983	2R	18128210	18126347
FBgn0037019	3L	20778264	20776766
FBgn0034722	2R	22378484	22375090
FBgn0002673	2L	16261877	16259414
FBgn0039835	3R	31253686	31252872
FBgn0261841	3R	21368279	21365609
FBgn0032886	2L	20814331	20797715
FBgn0031597	2L	4382735	4380722
FBgn0266445	2L	6096498	6091412
FBgn0051961	2L	4187793	4186250
FBgn0036106	3L	10882386	10880699
FBgn0030077	X	9067983	9054698
FBgn0035558	3L	4553457	4542051
FBgn0031188	X	22472021	22469981
FBgn0001228	3L	9374964	9372722
FBgn0037624	3R	8754104	8747798
FBgn0037526	3R	7890150	7887045
FBgn0039870	3R	31745178	31744282
FBgn0034650	2R	21671593	21670152
FBgn0266199	X	10208574	10114340
FBgn0034187	2R	17066546	17062775
FBgn0014879	3R	15265253	15263552
FBgn0265377	3R	8287698	8287169
FBgn0263046	2R	7633880	7632841
FBgn0063385	2R	17699788	17699702
FBgn0050476	2R	14753269	14752521
FBgn0030638	X	15455551	15453471
FBgn0263525	3R	15836354	15836287
FBgn0030793	X	16803344	16801929
FBgn0032656	2L	17974868	17963379
FBgn0023172	2R	17044653	17027190
FBgn0023545	X	2009364	2007911
FBgn0034419	2R	19141034	19137372
FBgn0261276	2R	14235449	14230611
FBgn0003087	2L	10364092	10362989
FBgn0265262	2L	13004107	13000770
FBgn0032299	2L	10771370	10770868
FBgn0025366	2L	10409610	10408352
FBgn0032746	2L	19049884	19049076
FBgn0035592	3L	5136292	5135748
FBgn0031759	2L	5999501	5989400
FBgn0036714	3L	17358056	17351822
FBgn0050015	2R	10874771	10839102
FBgn0053087	2R	8226438	8174165
FBgn0053096	3R	25102146	25097672
FBgn0285911	3R	9270224	9267019
FBgn0024912	3R	6660100	6658806
FBgn0042712	3L	1865240	1862881
FBgn0267156	3R	14288665	14288229
FBgn0016698	2L	3378590	3377002
FBgn0031529	2L	3376737	3375832
FBgn0040153	X	14211457	14203961
FBgn0264449	X	927975	808217
FBgn0032869	2L	20643244	20642306
FBgn0260659	3R	15203074	15196598
FBgn0034389	2R	18774824	18761758
FBgn0024909	3R	7909721	7907333
FBgn0033373	2R	9092893	9089774
FBgn0002593	2L	420864	419952
FBgn0002932	3R	9039471	9020348
FBgn0026085	X	4114929	4113701
FBgn0037788	3R	10120081	10112237
FBgn0036777	3L	18121003	18112959
FBgn0001222	2R	18134634	18130303
FBgn0033543	2R	10731528	10729578
FBgn0033813	2R	13231663	13230583
FBgn0260398	2R	8131323	8129354
FBgn0003257	3R	21073319	21070557
FBgn0284231	2R	17719346	17703335
FBgn0264751	3R	18400339	18396995
FBgn0265104	2R	13344808	13329352
FBgn0040066	X	2588217	2585980
FBgn0260944	3R	10786465	10784383
FBgn0063497	2R	18401467	18400713
FBgn0030800	X	16884365	16882509
FBgn0039338	3R	25482834	25477868
FBgn0052207	3L	19478720	19477329
FBgn0270926	3L	21174973	21173118
FBgn0005642	3R	28811337	28807983
FBgn0001139	3R	26049911	26041736
FBgn0040271	3R	16339575	16310542
FBgn0034602	2R	21199431	21193571
FBgn0261555	3L	9596713	9547220
FBgn0017578	3L	19264184	19262232
FBgn0035328	3L	2278038	2276550
FBgn0039112	3R	23760600	23759483
FBgn0030659	X	15582874	15580930
FBgn0085203	2L	2215167	2214266
FBgn0266319	2L	4075952	4074279
FBgn0043783	3L	21639060	21636947
FBgn0017551	2L	6853866	6852315
FBgn0024984	X	2188919	2187820
FBgn0030605	X	15064926	15063733
FBgn0032474	2L	13166072	13163209
FBgn0033079	2R	6645098	6642418
FBgn0000618	X	11576620	11576118
FBgn0004387	3R	27559145	27547775
FBgn0086603	2R	9097169	9097030
FBgn0036433	3L	14628174	14622796
FBgn0038016	3R	12356265	12352143
FBgn0052554	X	17852685	17851869
FBgn0030331	X	11736617	11724246
FBgn0265318	3R	8563798	8562828
FBgn0000146	2L	11001476	10997819
FBgn0015278	3L	11790013	11774650
FBgn0037447	3R	6471016	6468437
FBgn0000414	3L	16724575	16712126
FBgn0033842	2R	13485391	13483512
FBgn0024555	3R	13693905	13683921
FBgn0051957	2L	3872458	3871271
FBgn0266420	2R	18277177	18275607
FBgn0038745	3R	19903689	19897372
FBgn0039640	3R	29145787	29138662
FBgn0085484	3L	9362042	9360316
FBgn0035407	3L	3166250	3163786
FBgn0034639	2R	21613071	21608393
FBgn0086408	2R	22815993	22807860
FBgn0031636	2L	4841465	4838347
FBgn0032955	2L	21624080	21614232
FBgn0030030	X	8276450	8273412
FBgn0052736	X	7012137	7011357
FBgn0032884	2L	20789098	20787656
FBgn0033699	2R	12200815	12199024
FBgn0086686	3R	14655716	14642672
FBgn0028402	3L	21033561	21031825
FBgn0085736	3L	24927710	24927130
FBgn0004407	2L	13833105	13831482
FBgn0019957	3R	22029393	22027709
FBgn0031981	2L	8054326	8043471
FBgn0010379	3R	16105670	16099228
FBgn0038286	3R	15095631	15079320
FBgn0261261	3R	5712837	5685855
FBgn0264866	2L	4186187	4185401
FBgn0031516	2L	3303130	3294926
FBgn0032731	2L	18987280	18977519
FBgn0052533	X	19479411	19474156
FBgn0054054	2R	11410438	11409810
FBgn0087040	3L	9683370	9681268
FBgn0030645	X	15472859	15472164
FBgn0025634	X	646386	644761
FBgn0026749	X	13387417	13385914
FBgn0031500	2L	3041890	3039976
FBgn0033206	2R	7669029	7667248
FBgn0035088	2R	24970855	24969678
FBgn0034689	2R	22075308	22073538
FBgn0264962	2R	14871071	14860936
FBgn0011206	3L	9134405	9097629
FBgn0036916	3L	19913715	19912405
FBgn0032229	2L	10358078	10356795
FBgn0013997	3L	12156990	12146519
FBgn0030893	X	18097413	18093145
FBgn0034266	2R	17732987	17726914
FBgn0039306	3R	25267757	25265844
FBgn0265184	2R	22068372	22066883
FBgn0027066	2R	6756300	6749227
FBgn0011661	X	8898332	8873012
FBgn0031068	X	19750167	19748314
FBgn0015926	X	15331002	15328342
FBgn0038331	3R	15374237	15371957
FBgn0042092	2L	6907844	6906666
FBgn0266083	2R	24195290	24186703
FBgn0039291	3R	25215188	25214325
FBgn0264742	2L	5048365	5043270
FBgn0267408	3R	15537292	15532137
FBgn0036544	3L	15924861	15900156
FBgn0000276	3R	30211273	30210874
FBgn0010100	2L	21173185	21168570
FBgn0031403	2L	2226294	2225545
FBgn0264439	2L	7425932	7423820
FBgn0022160	2R	15862755	15857752
FBgn0025390	X	1668788	1523554
FBgn0027070	2L	18829059	18826770
FBgn0040653	2R	20869321	20868496
FBgn0266042	2R	23814771	23812185
FBgn0003204	X	10749097	10744502
FBgn0033608	2R	11285098	11284283
FBgn0027791	X	1465996	1464363
FBgn0036330	3L	13007881	13006817
FBgn0013762	2R	15571417	15569528
FBgn0000075	2L	19114110	19110154
FBgn0030178	X	10086171	10084914
FBgn0030716	X	15982944	15977967
FBgn0039020	3R	22747599	22746446
FBgn0027836	2R	18172607	18168413
FBgn0050401	2R	21986938	21985626
FBgn0038455	3R	16652319	16651217
FBgn0267002	2R	16772671	16751503
FBgn0031003	X	19245224	19243631
FBgn0263355	2L	20447905	20426199
FBgn0034938	2R	23954048	23952513
FBgn0035710	3L	6703521	6689327
FBgn0038519	3R	17546531	17545222
FBgn0017567	3R	15837117	15836048
FBgn0001137	2L	8433598	8431086
FBgn0033749	2R	12515062	12511534
FBgn0003209	2L	8740660	8709880
FBgn0024728	4	669884	663621
FBgn0032036	2L	8388804	8384455
FBgn0011305	2L	10263554	10261795
FBgn0036959	3L	20245312	20241267
FBgn0027549	3L	8113406	8110368
FBgn0267126	3R	27925368	27924879
FBgn0039738	3R	30022221	30015513
FBgn0031398	2L	2216311	2214972
FBgn0033225	2R	7812028	7810068
FBgn0033486	2R	10121451	10117694
FBgn0034243	2R	17568456	17565779
FBgn0036365	3L	13449245	13442594
FBgn0266124	3L	9452790	9451876
FBgn0003450	3R	13042770	13040165
FBgn0260222	2R	21692764	21691295
FBgn0265190	3R	24917864	24913216
FBgn0004106	2L	10386262	10384739
FBgn0032330	2L	11066998	11013206
FBgn0037973	3R	11980390	11978574
FBgn0027619	2R	9970897	9968929
FBgn0030344	X	11868893	11864651
FBgn0028932	2L	13784338	13782231
FBgn0038326	3R	15359263	15357229
FBgn0003071	2R	10117457	10109740
FBgn0035805	3L	7641648	7640798
FBgn0010438	3R	16205250	16204194
FBgn0039994	2R	4758048	4744348
FBgn0036964	3L	20296971	20295802
FBgn0086909	2L	18683715	18677221
FBgn0263601	3L	16011812	16006552
FBgn0013773	2R	14873705	14871366
FBgn0261556	3L	20198317	20149614
FBgn0051357	3R	24829959	24828279
FBgn0052694	X	10006882	9989690
FBgn0040968	2L	11844012	11842828
FBgn0037468	3R	7077981	7074859
FBgn0265042	3R	23185642	23168317
FBgn0034158	2R	16792472	16783671
FBgn0085433	3R	15367665	15363786
FBgn0025469	2R	8083357	8080559
FBgn0036819	3L	18869219	18867771
FBgn0038296	3R	15196210	15191058
FBgn0000247	3R	29815047	29806811
FBgn0003357	3R	29923455	29922216
FBgn0266916	3R	8569248	8564105
FBgn0015622	3R	29319644	29315254
FBgn0031244	2L	283269	281670
FBgn0026570	3L	2170971	2169553
FBgn0034455	2R	19504594	19503068
FBgn0031711	2L	5525809	5524139
FBgn0033994	2R	15149709	15147860
FBgn0031216	2L	102086	94739
FBgn0051460	3R	8563445	8562673
FBgn0036670	3L	16861838	16860622
FBgn0015772	2L	18968744	18957732
FBgn0053192	3R	20535301	20534962
FBgn0027868	2L	10736071	10733293
FBgn0039639	3R	29138573	29137970
