#SUBMITTED ID	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN
FBgn0085315	3R	19715927	19715186
FBgn0263401	3R	27440845	27440312
FBgn0267691	2R	12420291	12419702
FBgn0000241	2R	23538499	23527805
FBgn0259239	3L	21193363	21183313
FBgn0002985	2L	3606756	3604224
FBgn0259244	3R	16571363	16502770
FBgn0262989	X	8725901	8724674
FBgn0053339	3R	24363142	24361847
FBgn0267542	3L	11668877	11668211
FBgn0029839	X	6081372	6078708
FBgn0034841	2R	23285821	23284227
FBgn0025837	X	126714	124370
FBgn0038199	3R	14096835	14092504
FBgn0266157	2L	15463666	15463254
FBgn0040377	X	2580560	2579091
FBgn0011834	X	20963505	20962605
FBgn0039684	3R	29715004	29714505
FBgn0267032	X	968741	968496
FBgn0035313	3L	2187676	2185930
FBgn0264787	3R	6409578	6408978
FBgn0035299	3L	1971200	1970191
FBgn0040393	X	3236686	3236130
FBgn0030167	X	9980564	9978153
FBgn0051013	3R	30645880	30643767
FBgn0266994	3L	13019110	13018315
FBgn0267925	2L	12768765	12767717
FBgn0037228	3R	4268316	4266770
FBgn0085327	3R	30000403	29999795
FBgn0033154	2R	7261269	7258867
FBgn0262870	3L	4687317	4629604
FBgn0261341	3L	19695260	19690033
FBgn0265841	2R	20017095	20016495
FBgn0267478	3L	1963700	1963213
FBgn0259184	2R	14091814	14091031
FBgn0264370	2L	3575806	3575350
FBgn0266097	X	5188797	5188171
FBgn0263988	3L	152589	149679
FBgn0036731	3L	17486230	17480129
FBgn0264264	2L	15297699	15295636
FBgn0004580	2R	16996057	16973927
FBgn0267249	3L	18979590	18979368
FBgn0036849	3L	19099064	19097999
FBgn0267471	3L	4793717	4792615
FBgn0031109	X	20416521	20415744
FBgn0034655	2R	21690253	21688773
FBgn0029950	X	7422142	7418594
FBgn0030764	X	16632235	16630673
FBgn0052457	3L	22988262	22987642
FBgn0050075	2R	14376677	14375921
FBgn0261814	3R	13439209	13438587
FBgn0265942	2L	14274454	14273721
FBgn0050090	2R	15691014	15689826
FBgn0262449	2L	19570264	19570182
FBgn0261831	2L	8145107	8144391
FBgn0262569	2R	18868167	18867848
FBgn0265934	3L	11325000	11324326
FBgn0034493	2R	20270994	20264920
FBgn0266429	X	3666724	3574536
FBgn0033753	2R	12569061	12566185
FBgn0030586	X	14844757	14842617
FBgn0051406	3R	10350010	10348761
FBgn0267074	X	5517500	5516993
FBgn0263072	X	10620190	10602641
FBgn0267205	3R	21862080	21861377
FBgn0260451	2L	5040818	5037709
FBgn0267794	3L	17946114	17934032
FBgn0031721	2L	5555137	5553897
FBgn0266366	2L	11836808	11836440
FBgn0264844	3R	23707146	23706361
FBgn0011239	2L	15294136	15292468
FBgn0267241	3L	12491196	12490294
FBgn0260436	2R	11864941	11864161
FBgn0263587	3L	12542953	12541710
FBgn0036618	3L	16365707	16364899
FBgn0047338	3L	15024009	15023492
FBgn0037180	3L	22696435	22695953
FBgn0040812	3L	13843017	13842377
FBgn0029810	X	5794543	5792140
FBgn0259972	3L	20897417	20896268
FBgn0262717	3R	10696270	10686943
FBgn0013811	3L	1771758	1759172
FBgn0262099	3L	16755720	16755489
FBgn0035887	3L	8393649	8392820
FBgn0036948	3L	20203687	20202070
FBgn0267780	3R	30026872	30026218
FBgn0031737	2L	5766142	5762553
FBgn0051106	3R	25218708	25216297
FBgn0266905	2L	8852664	8852009
FBgn0011576	X	2178728	2176006
FBgn0032626	2L	17089186	17087641
FBgn0035097	3L	75332	73945
FBgn0053494	3R	25495161	25493481
FBgn0039797	3R	30728052	30726087
FBgn0052404	3L	6142413	6141903
FBgn0046113	2L	917805	914086
FBgn0263117	3R	22324094	22308663
FBgn0266635	2R	13170745	13168500
FBgn0086044	X	9930006	9929889
FBgn0052580	X	16061722	16009114
FBgn0267743	2L	7724976	7724576
FBgn0263451	3R	22630671	22629575
FBgn0260969	3R	29836288	29835610
FBgn0263650	3R	13815778	13815279
FBgn0264886	2L	3818534	3817724
FBgn0039027	3R	22807290	22804291
FBgn0031501	2L	3043593	3042551
FBgn0037862	3R	11139742	11137177
FBgn0033888	2R	13972834	13971325
FBgn0085520	Y	3268196	3267088
FBgn0030952	X	18748306	18746367
FBgn0283678	2L	11285706	11284327
FBgn0082994	3L	5764084	5763946
FBgn0037260	3R	4543215	4541356
FBgn0034481	2R	20146824	20146118
FBgn0085336	3R	11898419	11897582
FBgn0054029	2R	21971285	21970767
FBgn0032551	2L	14784598	14783301
FBgn0031097	X	20243209	20239855
FBgn0265081	3R	10054298	10052846
FBgn0038542	3R	17763188	17750129
FBgn0035481	3L	3964771	3954251
FBgn0085341	2R	13212237	13209809
FBgn0250845	3R	7208431	7206652
FBgn0259821	3R	4104326	4077939
FBgn0266361	X	23009452	23007672
FBgn0285896	3L	14083229	14075772
FBgn0261508	3R	7493271	7492961
FBgn0267485	3L	7363598	7361639
FBgn0034440	2R	19384965	19380543
FBgn0267305	3L	5316451	5316213
FBgn0029877	X	6590646	6589290
FBgn0051485	3R	6819338	6819266
FBgn0263343	3R	4986120	4984498
FBgn0267253	X	9550838	9502826
FBgn0264884	2L	1873511	1872693
FBgn0028857	2L	15942854	15941441
FBgn0024897	X	1690187	1686624
FBgn0032143	2L	9768727	9767058
FBgn0030027	X	8272462	8252670
FBgn0038144	3R	13381509	13379842
FBgn0052036	3L	9489233	9488050
FBgn0035154	3L	687958	685942
FBgn0003886	3R	9733250	9731221
FBgn0287216	2R	20067395	20066483
FBgn0264875	2L	2187970	2186975
FBgn0035823	3L	7896009	7894880
FBgn0265452	2L	9031836	9025634
FBgn0259737	2R	15202987	15202193
FBgn0262613	3R	27502025	27501366
FBgn0036411	3L	14108118	14103481
FBgn0000003	3R	6822798	6822500
FBgn0259195	X	15575683	15574947
FBgn0284083	2R	10352161	10351533
FBgn0035360	3L	2650205	2648048
FBgn0046763	3R	21024163	21021044
FBgn0033388	2R	9164967	9162037
FBgn0037431	3R	6342873	6341968
FBgn0265069	2L	10680480	10680151
FBgn0266168	2L	10052289	10051362
FBgn0267768	3R	25262636	25262182
FBgn0039478	3R	27064199	27057908
FBgn0053272	3L	11510589	11510323
FBgn0028542	2L	13969976	13968280
FBgn0004588	3L	15649661	15649126
FBgn0010403	3R	5976817	5976177
FBgn0053109	3R	14221584	14220560
FBgn0265526	2R	16964894	16964295
FBgn0053293	3R	5240735	5240014
FBgn0267298	3L	20921073	20920802
FBgn0264898	3R	21436701	21436351
FBgn0040684	3R	5138989	5137057
FBgn0267131	3R	30615478	30612028
FBgn0267180	X	7960898	7959274
FBgn0032663	2L	18092256	18090737
FBgn0033589	2R	11235755	11235252
FBgn0037870	3R	11197285	11196092
FBgn0044011	2R	7155424	7153738
FBgn0052392	3L	6763246	6756629
FBgn0267311	3L	1235702	1235472
FBgn0039728	3R	29990785	29983426
FBgn0266677	3L	5919556	5918389
FBgn0052074	3L	11132322	11131883
FBgn0265376	3R	4599749	4596283
FBgn0031562	2L	3697872	3697242
FBgn0000157	2R	24835667	24814822
FBgn0034566	2R	20984043	20978901
FBgn0038423	3R	16370533	16368855
FBgn0040279	3R	6300738	6299128
FBgn0051821	2L	15902410	15900935
FBgn0034867	2R	23476418	23475698
FBgn0038697	3R	19374789	19373757
FBgn0002917	X	14277416	14266367
FBgn0032741	2L	19030780	19027710
FBgn0033874	2R	13839363	13836419
FBgn0035932	3L	8809307	8808544
FBgn0029657	X	3448943	3387944
FBgn0032252	2L	10450080	10442534
FBgn0039739	3R	30022648	30022345
FBgn0051665	2L	1858550	1836538
FBgn0266966	3L	6728701	6728201
FBgn0266454	3R	17124786	17124477
FBgn0030300	X	11446012	11442539
FBgn0259712	2L	9930378	9925161
FBgn0263509	X	9728488	9727923
FBgn0264516	3L	3973784	3972899
FBgn0264077	X	16525415	16522967
FBgn0037546	3R	8087049	8059284
FBgn0263708	2R	17255104	17253156
FBgn0033138	2R	7063569	7062108
FBgn0265651	2R	15372595	15371695
FBgn0036759	3L	17841427	17838650
FBgn0264941	X	14519516	14517290
FBgn0267194	3R	18361193	18360983
FBgn0001319	2R	14807061	14772650
FBgn0038621	3R	18411631	18410080
FBgn0021742	X	10967134	10964032
FBgn0265099	2R	7432496	7431696
FBgn0040637	3L	20906331	20905795
FBgn0267671	3R	11034203	11033380
FBgn0039873	3R	31761579	31759404
FBgn0033149	2R	7178290	7175886
FBgn0031568	2L	3754617	3730466
FBgn0030778	X	16711145	16696131
FBgn0037937	3R	11694311	11693410
FBgn0033249	2R	8002120	8000490
FBgn0040099	2L	7860120	7857077
FBgn0003499	3R	18135583	18090803
FBgn0033167	2R	7409385	7408371
FBgn0037296	3R	5219528	5217751
FBgn0039283	3R	25139903	25138072
FBgn0052111	3L	12648280	12627934
FBgn0266954	3L	11231588	11231307
FBgn0267103	X	9595467	9595082
FBgn0036066	3L	10089400	10086747
FBgn0264870	2L	913305	912981
FBgn0265164	3R	12767468	12767178
FBgn0286827	3L	643900	628435
FBgn0036499	3L	15498821	15498202
FBgn0050480	2R	14678136	14674606
FBgn0038311	3R	15268538	15266684
FBgn0085390	2R	7885982	7834812
FBgn0053531	2L	6323466	6253123
FBgn0267492	Y	3328279	3327556
FBgn0038431	3R	16455797	16454492
FBgn0267612	3R	24440510	24439867
FBgn0033112	2R	6880770	6879285
FBgn0040694	3L	3621032	3620433
FBgn0083960	2L	4965430	4958411
FBgn0039723	3R	29928766	29927255
FBgn0267563	3R	6835690	6835380
FBgn0262354	2L	14352619	14352077
FBgn0034755	2R	22649750	22648995
FBgn0032693	2L	18653010	18651058
FBgn0041241	2R	11363405	11361900
FBgn0085692	211000022280328	9527	7386
FBgn0050044	2R	12501459	12495672
FBgn0085479	X	9330487	9329016
FBgn0265051	2R	6842094	6841545
FBgn0266303	2L	10298413	10297730
FBgn0034666	2R	21861994	21860825
FBgn0262903	3R	19330836	19329736
FBgn0262429	3R	15417616	15417542
FBgn0263035	3L	22504423	22503869
FBgn0266041	2R	23908875	23908474
FBgn0025697	2L	7451244	7445355
FBgn0265592	2R	18005995	18005395
FBgn0264002	3L	2300944	2282883
FBgn0031000	X	19216660	19215515
FBgn0052706	X	9088073	9087129
FBgn0264565	2L	11839660	11839298
FBgn0043069	3R	16990419	16988814
FBgn0264551	3L	20913705	20913158
FBgn0266819	2R	9565190	9559255
FBgn0051774	2L	3991713	3902928
FBgn0052847	3L	15122301	15121572
FBgn0038365	3R	15803653	15802275
FBgn0260766	3R	6377348	6374475
FBgn0266812	2R	17584495	17584095
FBgn0037992	3R	12128201	12121583
FBgn0262033	2L	9305007	9304437
FBgn0038087	3R	12848419	12840560
FBgn0051627	2L	21174179	21173222
FBgn0264550	3L	20921749	20921182
FBgn0086031	2L	865493	865366
FBgn0035014	2R	24507706	24506870
FBgn0034438	2R	19373702	19367248
FBgn0032519	2L	13396184	13395360
FBgn0033302	2R	8567202	8564187
FBgn0265667	2R	19605295	19604695
FBgn0263334	2R	16078819	16078195
FBgn0262842	3L	16567300	16566750
FBgn0031835	2L	6601068	6568400
FBgn0014848	3L	15659441	15658936
FBgn0035040	2R	24615158	24610801
FBgn0034592	2R	21143261	21142368
FBgn0262020	3L	10816084	10814819
FBgn0000038	3L	4435993	4429349
FBgn0039085	3R	23534767	23532945
FBgn0053348	2R	6950284	6949482
FBgn0264914	2R	5032795	5031995
FBgn0036780	3L	18153807	18148923
FBgn0267592	Y	3666928	3649996
FBgn0266860	2R	9445784	9445265
FBgn0033058	2R	6068680	6050949
FBgn0052282	3L	3315942	3315620
FBgn0283545	X	2727568	2726678
FBgn0052199	3L	18614004	18611900
FBgn0030120	X	9269925	9268438
FBgn0038709	3R	19491115	19489570
FBgn0263085	2L	18308684	18308088
FBgn0031530	2L	3426719	3404460
FBgn0250825	3L	12128461	12127979
FBgn0260658	X	3930578	3891497
FBgn0086077	3L	11001489	11001409
FBgn0050263	2R	21685000	21674901
FBgn0085303	3R	15732694	15731746
FBgn0030492	X	13529280	13528006
FBgn0031468	2L	2842638	2840124
FBgn0261849	X	7382990	7382733
FBgn0050016	2R	10875392	10874892
FBgn0263659	2R	16839494	16829095
FBgn0035479	3L	3949305	3948699
FBgn0265804	2L	12088025	12086621
FBgn0039238	3R	24864216	24862931
FBgn0266314	2L	19642601	19642330
FBgn0028947	2L	15617915	15616997
FBgn0051958	2L	3786343	3785738
FBgn0261709	2L	12544343	12543176
FBgn0266738	3R	15811908	15811648
FBgn0028430	2L	13972947	13972096
FBgn0265967	X	16912724	16901767
FBgn0042105	3R	7787923	7786170
FBgn0267737	3L	21333511	21333010
FBgn0035538	3L	4380387	4367649
FBgn0040251	3R	11153849	11151026
FBgn0262844	3R	13303856	13303426
FBgn0266933	3L	20837135	20836112
FBgn0010414	2R	24411074	24404595
FBgn0054057	3L	898772	897380
FBgn0034151	2R	16746579	16745223
FBgn0266785	3L	11342424	11342082
FBgn0038209	3R	14153829	14152885
FBgn0031279	2L	788776	784336
FBgn0050354	2R	8677661	8677219
FBgn0035643	3L	5884090	5882304
FBgn0266034	2L	7636608	7636113
FBgn0286933	3L	10479447	10478514
FBgn0047351	3R	23700354	23699328
FBgn0004429	3L	1218696	1218082
FBgn0265866	X	13991420	13990733
FBgn0050461	2R	16998594	16995991
FBgn0267526	3L	7630508	7629991
FBgn0051146	3R	7694874	7658247
FBgn0264477	3L	19543622	19543100
FBgn0265922	X	21584575	21583802
FBgn0034998	2R	24269179	24267377
FBgn0052110	3L	12810096	12808721
FBgn0267707	3R	19921671	19921313
FBgn0266004	2L	6361385	6360403
FBgn0025878	2R	22382675	22379637
FBgn0262478	2R	15185952	15185158
FBgn0266838	2L	3509440	3509099
FBgn0053218	X	2330826	2330159
FBgn0030107	X	9226688	9225437
FBgn0032495	2L	13250189	13246232
FBgn0001147	2R	25052331	25040383
FBgn0036491	3L	15300942	15298958
FBgn0032111	2L	9350996	9350470
FBgn0030449	X	13108194	13107382
FBgn0261089	2L	17604387	17592260
FBgn0085415	2R	18093628	18062415
FBgn0036659	3L	16739364	16733546
FBgn0051870	2L	10791450	10790222
FBgn0267110	3R	8229448	8228008
FBgn0030326	X	11705300	11704310
FBgn0043470	2R	11337791	11336840
FBgn0265000	2L	16629173	16628752
FBgn0039747	3R	30149606	30134856
FBgn0265450	3R	22827260	22823686
FBgn0053784	3R	10068572	10067905
FBgn0085239	2R	23352144	23351518
FBgn0263471	3L	1498996	1498872
FBgn0038201	3R	14103122	14099832
FBgn0051321	3R	14314412	14310362
FBgn0038236	3R	14523064	14521049
FBgn0265682	2L	18314051	18313521
FBgn0038238	3R	14560054	14559166
FBgn0287768	2L	15336138	15333866
FBgn0083023	2L	20419756	20419626
FBgn0036227	3L	11952225	11949839
FBgn0030578	X	14777983	14776774
FBgn0037238	3R	4366855	4359883
FBgn0050419	2R	24229795	24212491
FBgn0025387	X	4630936	4627380
FBgn0038074	3R	12676084	12674608
FBgn0053325	3R	8680034	8678954
FBgn0265797	2L	11354329	11354001
FBgn0036208	3L	11800861	11798948
FBgn0264829	3R	12262879	12258737
FBgn0262690	2R	20898629	20896994
FBgn0085387	X	20927050	20761071
FBgn0259794	3L	16860529	16859080
FBgn0030814	X	17083356	17081447
FBgn0037668	3R	9257716	9256689
FBgn0264982	3R	15993665	15986181
FBgn0266433	2R	22477295	22476385
FBgn0266984	3L	18584235	18583437
FBgn0284244	2L	13257426	13251509
FBgn0030617	X	15163225	15139937
FBgn0033481	2R	10071067	10069106
FBgn0262964	2R	15374721	15373890
FBgn0034352	2R	18454462	18452737
FBgn0085237	2R	22333505	22333126
FBgn0267623	3L	22757328	22756796
FBgn0053710	3L	19952790	19951954
FBgn0266753	3R	26522279	26519580
FBgn0030386	X	12409825	12408861
FBgn0086035	2L	11234912	11234835
FBgn0267643	3L	2622629	2621721
FBgn0029726	X	4782789	4782201
FBgn0261611	2R	12300795	12279771
FBgn0035293	3L	1939103	1933633
FBgn0262880	2L	7693821	7693030
FBgn0265581	2L	16983085	16982483
FBgn0265687	2L	11550035	11548640
FBgn0052246	3L	4622985	4621219
FBgn0043577	3L	16727288	16726541
FBgn0037857	3R	10951797	10950284
FBgn0035439	3L	3333181	3330063
FBgn0030283	X	11248885	11248236
FBgn0031850	2L	6709086	6686791
FBgn0037304	3R	5255403	5253153
FBgn0267665	3L	10307968	10286945
FBgn0034010	2R	15326386	15325503
FBgn0051386	3R	11305608	11269415
FBgn0052755	X	5951711	5950251
FBgn0052544	X	18861964	18860284
FBgn0264697	3L	19406013	19405539
FBgn0265157	3R	23041340	23040776
FBgn0265342	2R	10050874	10050348
FBgn0023496	2L	10701544	10699408
FBgn0015300	2R	24500267	24499243
FBgn0030164	X	9966959	9965241
FBgn0083041	X	17145695	17145557
FBgn0266278	X	14294044	14293465
FBgn0082967	3L	13042906	13042767
FBgn0033190	2R	7538297	7535919
FBgn0054034	3R	21739110	21738345
FBgn0266277	X	11791777	11790796
FBgn0259973	3L	22080554	22080322
FBgn0000180	2L	9995538	9984645
FBgn0267634	3L	22198241	22197783
FBgn0036230	3L	11957769	11956708
FBgn0030647	X	15481722	15476091
FBgn0035719	3L	6949313	6942856
FBgn0040729	2R	19691078	19690798
FBgn0042102	3R	7786119	7783843
FBgn0265961	2R	21663925	21663160
FBgn0267280	2L	4891845	4891327
FBgn0267713	3R	21402289	21401654
FBgn0283480	2R	22207987	22206005
FBgn0032405	2L	12066775	12063457
FBgn0031650	2L	4944305	4942742
FBgn0031249	2L	321248	320279
FBgn0286739	3L	10196254	10196162
FBgn0020258	2L	14381172	14378218
FBgn0036440	3L	14701678	14697313
FBgn0263625	3R	25795186	25794848
FBgn0264083	2L	8295666	8295158
FBgn0266244	3R	10462078	10461028
FBgn0023001	3L	7143074	7134516
FBgn0033364	2R	9019032	9017815
FBgn0036891	3L	19608368	19606208
FBgn0038980	3R	22520078	22497215
FBgn0036627	3L	16396880	16394586
FBgn0264839	3R	20828212	20827095
FBgn0035281	3L	1842084	1840281
FBgn0039628	3R	29052267	29051056
FBgn0041711	3R	13415286	13409543
FBgn0262531	3L	17646737	17645486
FBgn0267159	3R	15004942	15004281
FBgn0044810	3R	20905518	20904917
FBgn0030929	X	18494168	18493193
FBgn0033913	2R	14230620	14219898
FBgn0040629	3R	31263878	31262598
FBgn0262794	3R	17645262	17630717
FBgn0063667	3L	1203036	1201871
FBgn0035859	3L	8222953	8222141
FBgn0259961	2L	11754022	11753640
FBgn0035663	3L	6038188	6037111
FBgn0266208	2L	18523941	18523271
FBgn0265073	2L	19019871	19019396
FBgn0039315	3R	25288930	25287474
FBgn0052945	3R	4578644	4577939
FBgn0267676	3R	12221630	12221039
FBgn0265107	2R	7533497	7533190
FBgn0264374	2L	16004292	16003756
FBgn0265893	3L	20634651	20634172
FBgn0262106	2L	2247383	2245230
FBgn0263314	2L	8491360	8490739
FBgn0015575	3R	7523753	7519563
FBgn0042131	3L	4807406	4806053
FBgn0033708	2R	12302240	12298747
FBgn0039855	3R	31592316	31590581
FBgn0039298	3R	25241668	25240180
FBgn0052241	3L	4466630	4465105
FBgn0267775	3R	28427990	28427094
FBgn0038967	3R	22436150	22425214
FBgn0266851	2R	13362835	13361825
FBgn0030358	X	11930850	11926424
FBgn0267694	3R	16527416	16526931
FBgn0032602	2L	16760554	16758184
FBgn0030663	X	15644991	15644222
FBgn0266692	3L	25844502	25843821
FBgn0039597	3R	28756979	28755484
FBgn0020912	3R	30930682	30912754
FBgn0264395	X	18460418	18459138
FBgn0266011	2R	23384177	23383483
FBgn0051104	3R	25286974	25285473
FBgn0265304	2R	8744376	8744045
FBgn0032225	2L	10347706	10344442
FBgn0266725	4	175874	175455
FBgn0034513	2R	20538264	20536578
FBgn0035161	3L	804051	803427
FBgn0265365	2R	12015895	12015095
FBgn0030272	X	11144809	11144120
FBgn0267232	3L	11592790	11592447
FBgn0039434	3R	26620224	26619118
FBgn0038530	3R	17626086	17625268
FBgn0034135	2R	16558486	16552258
FBgn0037818	3R	10677251	10675560
FBgn0032192	2L	10209744	10207085
FBgn0034582	2R	21069286	21067992
FBgn0053679	2L	15059120	15058303
FBgn0058470	3L	23986410	23839860
FBgn0004102	X	8650681	8630159
FBgn0032484	2L	13215350	13212335
FBgn0038820	3R	20677351	20676224
FBgn0086367	X	9223257	9217655
FBgn0265756	3L	17334499	17334006
FBgn0031080	X	19959403	19958393
FBgn0038702	3R	19395188	19393360
FBgn0051007	3R	30992457	30991700
FBgn0051921	2L	332335	329910
FBgn0085298	3L	528996	528337
FBgn0002440	3L	6128807	6123934
FBgn0038558	3R	17907451	17906445
FBgn0038847	3R	21044905	21044068
FBgn0286030	3R	9284525	9283875
FBgn0267811	3R	5561573	5560472
FBgn0035380	3L	2916654	2915024
FBgn0267141	3R	11487227	11486788
FBgn0264514	3L	13284496	13283663
FBgn0053302	2L	10055935	10054213
FBgn0265898	3L	22030641	22029969
FBgn0053294	3R	4196210	4186963
FBgn0026058	X	17814011	17791010
FBgn0262335	X	11547497	11547422
FBgn0052189	3L	17835174	17834745
FBgn0264897	3R	4775053	4774516
FBgn0029827	X	5954046	5952565
FBgn0032719	2L	18855110	18845184
FBgn0033443	2R	9798006	9793326
FBgn0039527	3R	27596130	27586474
FBgn0025712	3L	1651501	1648944
FBgn0032973	2L	22110449	22108964
FBgn0030826	X	17209997	17209368
FBgn0086662	3R	5598157	5598015
FBgn0265748	3L	13303946	13303371
FBgn0039469	3R	26996442	26994832
FBgn0083949	3R	5959555	5862865
FBgn0030985	X	19135868	19135081
FBgn0040796	3L	16280860	16280404
FBgn0040989	2L	18007216	18006627
FBgn0265914	2R	21069445	21068260
FBgn0035078	2R	24900734	24897902
FBgn0263767	3L	15062622	15062207
FBgn0262377	2L	19569972	19569897
FBgn0032664	2L	18098120	18096568
FBgn0031522	2L	3332876	3330928
FBgn0051524	3R	30514355	30512325
FBgn0036952	3L	20220420	20218500
FBgn0001089	2L	6006827	6003574
FBgn0050065	2R	13433760	13433028
FBgn0051473	3R	7813009	7811814
FBgn0013308	2R	8009062	8007246
FBgn0039771	3R	30445046	30444076
FBgn0085213	2R	14366658	14365656
FBgn0005660	2L	552923	544925
FBgn0266231	3R	5970598	5969983
FBgn0034470	2R	19703915	19702924
FBgn0266941	3L	18078103	18077581
FBgn0032209	2L	10295385	10292679
FBgn0035455	3L	3654771	3653405
FBgn0039091	3R	23589819	23587120
FBgn0265197	3R	17265821	17265278
FBgn0052669	X	10845081	10842697
FBgn0034551	2R	20793795	20792982
FBgn0266594	3L	11050908	11050408
FBgn0266072	2L	7796260	7795849
FBgn0052150	3L	15844062	15837773
FBgn0264474	3L	4746632	4745911
FBgn0001269	2R	11509695	11474465
FBgn0267657	X	14182716	14181113
FBgn0038919	3R	21915546	21913747
FBgn0039108	3R	23721625	23719343
